구분,No.,Korean,Scientific,Family,구분,수량
22. 안면도자생수원,16,두릅나무,Aralia elata,두릅나무과,낙엽관목,1
22. 안면도자생수원,17,땅비싸리,Indigofera kirilowii ,콩과,다년초,
22. 안면도자생수원,18,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,2
22. 안면도자생수원,19,만첩빈도리,Deutzia crenata f. plena,범의귀과,낙엽관목,2
22. 안면도자생수원,20,만첩홍도,Prunus persica f. rubroplena,장미과,낙엽관목,3
22. 안면도자생수원,21,말오줌때,Euscaphis japonica,고추나무과,낙엽교목,3
22. 안면도자생수원,22,먹넌출,Berchemia racemosa var. magna ,갈매나무과,낙엽덩굴목본,1
22. 안면도자생수원,23,모감주나무,Koelreuteria paniculata,무환자나무과,낙엽교목,50
22. 안면도자생수원,24,박태기나무,Cercis chinensis,콩과,낙엽관목,5
22. 안면도자생수원,25,밤나무,Castanea crenata,참나무과,낙엽교목,1
22. 안면도자생수원,26,백정화,Serissa japonica ,꼭두서니과,상록관목,2
22. 안면도자생수원,27,벌개미취,Aster koraiensis ,국화과,다년초,
22. 안면도자생수원,28,벚나무,Prunus serrulata var. spontanea ,장미과,낙엽교목,20
22. 안면도자생수원,29,병아리꽃나무,Rhodotypos scandens,장미과,낙엽관목,3
22. 안면도자생수원,30,보춘화,Cymbidium goeringii ,난초과,다년초,
22. 안면도자생수원,31,산딸나무,Cornus kousa,층층나무과,낙엽교목,15
22. 안면도자생수원,32,살구나무,Prunus armeniaca var. ansu,장미과,낙엽교목,1
22. 안면도자생수원,33,생강나무,Lindera obtusiloba,녹나무과,낙엽관목,3
22. 안면도자생수원,34,섬분꽃나무,Viburnum carlesii var. bitchuense ,인동과,낙엽관목,12
22. 안면도자생수원,35,섬쑥부쟁이,Aster glehnii,국화과,다년초,
22. 안면도자생수원,36,섬초롱꽃,Campanula takesimana,초롱꽃과,다년초,
22. 안면도자생수원,37,소나무,Pinus densiflora,소나무과,상록교목,20
22. 안면도자생수원,38,소태나무,Picrasma quassioides ,소태나무과,낙엽교목,1
22. 안면도자생수원,39,신나무,Acer tataricum subsp. ginnala,단풍나무과,낙엽관목,1
22. 안면도자생수원,40,아그배나무,Malus sieboldii ,장미과,낙엽관목,1
22. 안면도자생수원,41,은방울꽃,Convallaria keiskei ,백합과,다년초,
22. 안면도자생수원,42,음나무,Kalopanax septemlobus,두릅나무과,낙엽교목,2
22. 안면도자생수원,43,이스라지,Prunus japonica var. nakaii,장미과,낙엽관목,1
22. 안면도자생수원,44,일월비비추,Hosta capitata ,비비추,다년초,
22. 안면도자생수원,45,작살나무,Callicarpa japonica,마편초과,낙엽관목,1
22. 안면도자생수원,46,졸참나무,Quercus serrata,참나무과,낙엽교목,1
22. 안면도자생수원,47,좁은잎참빗살나무,Euonymus hamiltonianus var. maackii,노박덩굴과,낙엽교목,4
22. 안면도자생수원,48,주걱비비추,Hosta clausa ,비비추과,다년초,
22. 안면도자생수원,49,주목,Taxus cuspidata,주목과,상록교목,50
22. 안면도자생수원,50,진달래,Rhododendron mucronulatum ,진달래과,낙엽관목,1
22. 안면도자생수원,51,쪽동백나무,Styrax obassia ,때죽나무과,낙엽교목,2
22. 안면도자생수원,52,참나리,Lilium lancifolium ,백합과,다년초,
22. 안면도자생수원,53,편백,Chamaecyparis obtusa,측백나무과,상록교목,1
22. 안면도자생수원,54,홍단풍,Acer palmatum var. speciosum,단풍나무과,낙엽교목,2
22. 안면도자생수원,55,화살나무,Euonymus alatus,노박덩굴과,낙엽관목,3
22. 안면도자생수원,56,회잎나무,Euonymus alatus f. ciliatodentatus,노박덩굴과,낙엽관목,2
22. 안면도자생수원,57,흑산도비비추,Hosta yingeri ,비비추과,다년초,
23. 동백원,1,굴거리나무,Daphniphyllum macropodum,굴거리나무과,상록교목,12
23. 동백원,2,꽃댕강나무,Abelia x grandiflora,인동과,낙엽관목,30
23. 동백원,3,노루오줌,Astilbe rubra,범의귀과,다년초,
23. 동백원,4,동백나무,Camellia japonica,차나무과,상록교목,200
23. 동백원,5,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,3
23. 동백원,6,박태기나무,Cercis chinensis,콩과,낙엽관목,8
23. 동백원,7,복사나무,Prunus persica,장미과,낙엽관목,1
23. 동백원,8,붕어꼬리 동백,Camellia sp.,차나무과,상록교목,4
23. 동백원,9,산딸나무,Cornus kousa,층층나무과,낙엽교목,1
23. 동백원,10,섬향나무,Juniperus chinensis var. procumbens,측백나무과,상록관목,18
23. 동백원,11,수선화,Narcissus sp.,수선화과,다년초,
23. 동백원,12,애기동백 (백복륜),Camellia sasanqua,차나무과,상록관목,5
23. 동백원,13,애기동백나무,Camellia sasanqua,차나무과,상록관목,30
23. 동백원,14,애기말발도리,Deutzia gracilis ,범의귀과,낙엽관목,100
23. 동백원,15,자귀나무,Albizia julibrissin,콩과,낙엽교목,1
23. 동백원,16,참느릅나무,Ulmus parvifolia ,느릅나무과,낙엽교목,4
23. 동백원,17,천사의 나팔,Brugmansia suaveolens,가지과,낙엽관목,4
23. 동백원,18,층층나무,Cornus controversa ,층층나무과,낙엽교목,4
23. 동백원,19,큰금계국,Coreopsis lanceolata,국화과,다년초,
23. 동백원,20,후박나무,Machilus thunbergii ,녹나무과,상록교목,2
24. 만병초원,1,가는잎처녀고사리,Parathelypteris beddomei,처녀고사리과,다년초,
24. 만병초원,2,감나무,Diospyros kaki ,감나무과,낙엽교목,1
24. 만병초원,3,고비,Osmunda japonica ,고비과,다년초,
24. 만병초원,4,관중,Dryopteris crassirhizoma ,관중과,다년초,
24. 만병초원,5,나도밤나무,Meliosma myriantha ,나도밤나무과,낙엽교목,1
24. 만병초원,6,낙우송,Taxodium distichum,낙우송과,낙엽교목,2
24. 만병초원,7,난엽두견,Rhododendron callimorphum ,진달래과,상록관목,3
24. 만병초원,8,노린재나무,Symplocos chinensis f. pilosa,노린재나무과,낙엽관목,1
24. 만병초원,9,느릅나무,Ulmus davidiana var. japonica,느릅나무과,낙엽관목,1
24. 만병초원,10,능수 느릅나무,Ulmus davidiana var. japonica 'Pendula',느릅나무과,낙엽관목,1
24. 만병초원,11,능수 산딸나무,Cornus kousa 'Pendula',층층나무과,낙엽관목,1
24. 만병초원,12,능수 회화나무,Sophora japonica  'Pendula',콩과,낙엽관목,1
24. 만병초원,13,두릅나무,Aralia elata,두릅나무과,낙엽관목,1
24. 만병초원,14,마영두견,Rhododendron delavayi ,진달래과,상록관목,4
24. 만병초원,15,만병초,Rhododendron brachycarpum,진달래과,상록관목,20
24. 만병초원,16,만병초류,Rhododendron sp.,진달래과,상록관목,50
24. 만병초원,17,말오줌때,Euscaphis japonica,인동과,낙엽교목,4
24. 만병초원,18,메타세쿼이아,Metasequoia glyptostroboides,낙우송과,낙엽교목,10
24. 만병초원,19,모과나무,Chaenomeles sinensis,장미과,낙엽교목,10
24. 만병초원,20,산겨릅나무,Acer tegmentosum,단풍나무과,낙엽교목,4
24. 만병초원,21,산딸나무,Cornus kousa,층층나무과,낙엽교목,1
24. 만병초원,22,산뽕나무,Morus bombycis ,뽕나무과,낙엽교목,1
24. 만병초원,23,산사나무,Crataegus pinnatifida,장미과,낙엽교목,1
24. 만병초원,24,산수유,Cornus officinalis,층층나무과,낙엽관목,1
24. 만병초원,25,상수리나무,Quercus acutissima,참나무과,낙엽교목,1
24. 만병초원,26,생강나무,Lindera obtusiloba,녹나무과,낙엽관목,1
24. 만병초원,27,서어나무,Carpinus laxiflora,자작나무과,상록관목,1
24. 만병초원,28,쓰쿠시만병초,Rhododendron degronianum ssp. heptamerum ,진달래과,상록관목,2
24. 만병초원,29,아즈마만병초,Rhododendron degronianum ,진달래과,상록관목,1
24. 만병초원,30,운금두견,Rhododendron fortunei ,진달래과,상록관목,80
24. 만병초원,31,원추리류,Hemerocallis sp.,백합과,다년초,
24. 만병초원,32,은행나무,Ginkgo biloba,은행나무과,낙엽교목,10
24. 만병초원,33,일본굴피나무,Pterocarya rhoifolia ,가래나무과,낙엽교목,3
24. 만병초원,34,작약,Paeonia lactiflora,작약과,다년초,
24. 만병초원,35,조병두견,Rhododendron pachypodum ,진달래과,상록관목,8
24. 만병초원,36,졸참나무,Quercus serrata,참나무과,낙엽교목,14
24. 만병초원,37,좀딱취,Ainsliaea apiculata,국화과,다년초,
24. 만병초원,38,지네고사리,Thelypteris japonica,처녀고사리과,다년초,
24. 만병초원,39,참느릅나무,Ulmus parvifolia ,느릅나무과,낙엽교목,10
24. 만병초원,40,층층나무,Cornus controversa ,층층나무과,낙엽교목,1
24. 만병초원,41,편백,Chamaecyparis obtusa,측백나무과,상록교목,25
24. 만병초원,42,혼만병초,Rhododendron metternichii var. hondoensis ,진달래과,상록관목,3
24. 만병초원,43,홍만병초,Rhododendron brachycarpum var. roseum,진달래과,상록관목,1
25. 한방약초원,1,감초,Glycyrrhiza uralensis,콩과,다년초,
25. 한방약초원,2,강활,Ostericum praeteritum,산형과,다년초,
25. 한방약초원,3,개맥문동,Liriope spicata ,백합과,다년초,
25. 한방약초원,4,개시호,Bupleurum longiradiatum,산형과,다년초,
25. 한방약초원,5,갯기름나물,Peucedanum japonicum,산형과,다년초,
25. 한방약초원,6,고본,Angelica tenuissima ,산형과,다년초,
25. 한방약초원,7,구기자,Lycium chinense,가지과,낙엽관목,30
25. 한방약초원,8,구절초,Dendranthema zawadskii var. latilobum,국화과,다년초,
25. 한방약초원,9,꽈리,Physalis alkekengi var. franchetii,가지과,다년초,
25. 한방약초원,10,꿀풀,Prunella vulgaris var. lilacina,꿀풀과,다년초,
25. 한방약초원,11,냉초,Veronicastrum sibiricum ,현삼과,다년초,
25. 한방약초원,12,눈빛승마,Cimicifuga dahurica,미나리아재비과,다년초,
25. 한방약초원,13,대추나무,Zizyphus jujuba var. inermis,갈매나무과,낙엽관목,5
25. 한방약초원,14,더덕,Codonopsis lanceolata,초롱꽃과,다년초,
25. 한방약초원,15,도라지,Platycodon grandiflorus,초롱꽃과,다년초,
25. 한방약초원,16,독활,Aralia cordata ,두릅나무과,다년초,
25. 한방약초원,17,둥근잎천남성,Arisaema amurense,천남성과,다년초,
25. 한방약초원,18,둥글레,Polygonatum odoratum var. pluriflorum,백합과,다년초,
25. 한방약초원,19,뚝갈,Patrinia villosa,마타리과,다년초,
25. 한방약초원,20,마,Dioscorea batatas,마과,다년초,
25. 한방약초원,21,만병초,Rhododendron brachycarpum,진달래과,다년초,
25. 한방약초원,22,만삼,Codonopsis pilosula,초롱꽃과,다년초,
25. 한방약초원,23,맥문동,Liriope platyphylla,백합과,다년초,
25. 한방약초원,24,모란,Paeonia suffruticosa,작약과,낙엽관목,80
25. 한방약초원,25,무늬둥글레,Polygonatum odoratum var. pluriflorum 'Variegatum' ,백합과,다년초,
25. 한방약초원,26,박하,Mentha piperascens,꿀풀과,다년초,
25. 한방약초원,27,반하,Pinellia ternata,천남성과,다년초,
25. 한방약초원,28,배초향,Agastache rugosa,꿀풀과,다년초,
25. 한방약초원,29,백작약,Paeonia japonica,작약과,다년초,
25. 한방약초원,30,비목나무,Lindera erythrocarpa,녹나무과,낙엽교목,6
25. 한방약초원,31,산수유,Cornus officinalis,층층나무과,낙엽관목,5
25. 한방약초원,32,삼백초,Saururus chinensis ,삼백초과,다년초,
25. 한방약초원,33,삼잎국화,Rudbeckia laciniata,국화과,다년초,
25. 한방약초원,34,삼지구엽초,Epimedium koreanum,매자나무과,다년초,
25. 한방약초원,35,삽주,Atractylodes ovata ,국화과,다년초,
25. 한방약초원,36,서양톱풀,Achillea millefolium,국화과,다년초,
25. 한방약초원,37,석창포,Acorus gramineus,천남성과,다년초,
25. 한방약초원,38,약모밀,Houttuynia cordata,삼백초과,다년초,
25. 한방약초원,39,인삼,Panax ginseng ,두릅나무과,다년초,
25. 한방약초원,40,적작약,Paeonia lactiflora (red),작약과,다년초,
25. 한방약초원,41,지치,Lithospermum erythrorhizon,지치과,다년초,
25. 한방약초원,42,참당귀,Angelica gigas,산형과,다년초,
25. 한방약초원,43,층층잔대,Adenophora verticillata,초롱꽃과,다년초,
25. 한방약초원,44,큰꿩의비름,Hylotelephium spectabile,돌나물과,다년초,
25. 한방약초원,45,큰조롱,Cynanchum wilfordii,박주가리과,다년초,
25. 한방약초원,46,편백,Chamaecyparis obtusa,측백나무과,상록교목,2
25. 한방약초원,47,황기,Astragalus mongholicus,콩과,다년초,
25. 한방약초원,48,후피향나무,Ternstroemia gymnanthera,차나무과,상록관목,1
26. 도서지역특성수종전시원,1,가시나무,Quercus myrsinifolia,참나무과,상록교목,3
26. 도서지역특성수종전시원,2,가침박달,Exochorda serratifolia ,장미과,낙엽관목,5
26. 도서지역특성수종전시원,3,갈참나무,Quercus aliena ,참나무과,낙엽교목,7
26. 도서지역특성수종전시원,4,갯기름나물,Peucedanum japonicum,산형과,다년초,
26. 도서지역특성수종전시원,5,갯방풍,Glehnia littoralis ,산형과,다년초,
26. 도서지역특성수종전시원,6,굴거리나무,Daphniphyllum macropodum,굴거리나무과,상록교목,35
26. 도서지역특성수종전시원,7,금난초,Cephalanthera falcata ,난초과,다년초,
26. 도서지역특성수종전시원,8,나무수국,Hydrangea paniculata,수국과,낙엽관목,4
26. 도서지역특성수종전시원,9,단풍나무류,Acer sp.,단풍나무과,낙엽교목,5
26. 도서지역특성수종전시원,10,대사초,Carex siderosticha,사초과,다년초,
26. 도서지역특성수종전시원,11,도라지,Platycodon grandiflorus,초롱꽃과,다년초,
26. 도서지역특성수종전시원,12,둥글레,Polygonatum odoratum var. pluriflorum,백합과,다년초,
26. 도서지역특성수종전시원,13,땅나리,Lilium callosum,백합과,다년초,
26. 도서지역특성수종전시원,14,떡갈나무,Quercus dentata,참나무과,낙엽교목,1
26. 도서지역특성수종전시원,15,떡갈잎 수국,Hydrangea quercifolia,수국과,낙엽관목,4
26. 도서지역특성수종전시원,16,마타리,Patrinia scabiosifolia ,마타리과,다년초,
26. 도서지역특성수종전시원,17,먼나무,Ilex rotunda,감탕나무과,상록교목,12
26. 도서지역특성수종전시원,18,모감주나무,Koelreuteria paniculata,무환자나무과,낙엽교목,1
26. 도서지역특성수종전시원,19,물박달나무,Betula davurica,자작나무과,낙엽교목,2
26. 도서지역특성수종전시원,20,미역취,Solidago virgaurea subsp. Asiatica,국화과,다년초,
26. 도서지역특성수종전시원,21,배초향,Agastache rugosa,꿀풀과,다년초,
26. 도서지역특성수종전시원,22,벌개미취,Aster koraiensis ,국화과,다년초,
26. 도서지역특성수종전시원,23,병솔나무,Callistemon citrinus,도금양과,낙엽관목,3
26. 도서지역특성수종전시원,24,분홍할미꽃,Pulsatilla dahurica,미나리아재비과,다년초,
26. 도서지역특성수종전시원,25,뻐꾹나리,Tricyrtis macropoda,백합과,다년초,
26. 도서지역특성수종전시원,26,뿔남천,Mahonia japonica,매자나무과,상록관목,4
26. 도서지역특성수종전시원,27,사철쑥,Artemisia capillaris,국화과,다년초,
26. 도서지역특성수종전시원,28,산뽕나무,Morus bombycis ,뽕나무과,낙엽교목,4
26. 도서지역특성수종전시원,29,산초나무,Zanthoxylum schinifolium ,운향과,낙엽관목,6
26. 도서지역특성수종전시원,30,상록패랭이꽃,Dianthus plumarius,석죽과,다년초,
26. 도서지역특성수종전시원,31,생달나무,Cinnamomum yabunikkei,녹나무과,상록교목,4
26. 도서지역특성수종전시원,32,서어나무,Carpinus laxiflora,자작나무과,낙엽교목,6
26. 도서지역특성수종전시원,33,소사나무,Carpinus turczaninowii,자작나무과,낙엽교목,5
26. 도서지역특성수종전시원,34,소태나무,Picrasma quassioides ,소태나무과,낙엽교목,2
26. 도서지역특성수종전시원,35,수리취,Synurus deltoides,국화과,다년초,
26. 도서지역특성수종전시원,36,쉬나무,Euodia daniellii ,운향과,낙엽교목,4
26. 도서지역특성수종전시원,37,식나무,Aucuba japonica ,식나무과,상록관목,7
26. 도서지역특성수종전시원,38,은난초,Cephalanthera erecta,난초과,다년초,
26. 도서지역특성수종전시원,39,은목서,Osmanthus x fortunei ,물푸레나무과,상록관목,14
26. 도서지역특성수종전시원,40,삼색병꽃나무,Weigela florida f. subtricolor,인동과,낙엽관목,4
26. 도서지역특성수종전시원,41,정금나무,Vaccinium oldhamii,진달래과,낙엽관목,12
26. 도서지역특성수종전시원,42,졸참나무,Quercus serrata,참나무과,낙엽교목,3
26. 도서지역특성수종전시원,43,종가시나무,Quercus glauca,참나무과,상록교목,6
26. 도서지역특성수종전시원,44,주엽나무,Gleditsia japonica,콩과,낙엽교목,5
26. 도서지역특성수종전시원,45,참나리,Lilium lancifolium ,백합과,다년초,
26. 도서지역특성수종전시원,46,참빗살나무,Euonymus hamiltonianus,노박덩굴과,낙엽교목,5
26. 도서지역특성수종전시원,47,참식나무,Neolitsea sericea,논나무과,상록교목,2
26. 도서지역특성수종전시원,48,참취,Aster scaber,국화과,다년초,
26. 도서지역특성수종전시원,49,천문동,Asparagus cochinchinensis,백합과,다년초,
26. 도서지역특성수종전시원,50,층층잔대,Adenophora verticillata,초롱꽃과,다년초,
26. 도서지역특성수종전시원,51,큰꿩의비름,Hylotelephium spectabile,돌나물과,다년초,
26. 도서지역특성수종전시원,52,투구꽃,Aconitum jaluense,미나리아재비과,다년초,
26. 도서지역특성수종전시원,53,팽나무,Celtis sinensis ,느릅나무과,낙엽교목,5
26. 도서지역특성수종전시원,54,페이조아,Feijoa sellowiana ,도금양과,상록관목,4
26. 도서지역특성수종전시원,55,피칸,Carya illinoinensis,가래나무과,낙엽교목,3
26. 도서지역특성수종전시원,56,해국,Aster spathulifolius,국화과,다년초,
26. 도서지역특성수종전시원,57,해당화,Rosa rugosa,장미과,다년초,30
26. 도서지역특성수종전시원,58,홍가시나무,Photinia glabra,장미과,낙엽교목,6
26. 도서지역특성수종전시원,59,황칠나무,Dendropanax morbiferus ,두릅나무과,상록교목,3
26. 도서지역특성수종전시원,60,후박나무,Machilus thunbergii ,녹나무과,상록교목,20
27. 암석원,1,가는잎마삭줄,Trachelospermum asiaticum,협죽도과,상록덩굴목본,
27. 암석원,2,가침박달,Exochorda serratifolia ,장미과,낙엽관목,5
27. 암석원,3,공작단풍,Acer palmatum var. dissectum ,단풍나무과,낙엽관목,5
27. 암석원,4,구절초,Dendranthema zawadskii var. latilobum,국화과,다년초,
27. 암석원,5,꽃범의꼬리,Physostegia virginiana,꿀풀과,다년초,
27. 암석원,6,독활,Aralia cordata ,두릅나무과,다년초,
27. 암석원,7,돈나무,Pittosporum tobira,돈나무과,상록관목,1
27. 암석원,8,돌나물,Sedum sarmentosum,돌나물과,다년초,
27. 암석원,9,돌단풍,Mukdenia rossii,범의귀과,다년초,
27. 암석원,10,둥근바위솔,Orostachys malacophylla,돌나물과,다년초,
27. 암석원,11,마삭줄,Trachelospermum asiaticum,협죽도과,상록덩굴목본,
27. 암석원,12,무늬 가는잎마삭줄,Trachelospermum sp.,협죽도과,상록덩굴목본,
27. 암석원,13,무늬마삭줄,Trachelospermum asiaticum 'Variegatum',협죽도과,상록덩굴목본,
27. 암석원,14,물싸리,Potentilla fruticosa var. rigida,장미과,낙엽관목,10
27. 암석원,15,백련초,Opunitia humifusa,선인장과,다년초,
27. 암석원,16,붉은인동,Lonicera periclymenum 'Belgica',인동과,낙엽덩굴목본,3
27. 암석원,17,산부추,Allium thunbergii,백합과,다년초,
27. 암석원,18,섬초롱꽃,Campanula takesimana ,초롱꽃과,다년초,
27. 암석원,19,섬향나무,Juniperus chinensis var. procumbens,측백나무과,상록관목,3
27. 암석원,20,소사나무,Carpinus turczaninowii,자작나무과,낙엽교목,4
27. 암석원,21,솔잎세덤,Sedum hispanicum,돌나물과,다년초,
27. 암석원,22,송악,Hedera rhombea,두릅나무과,상록덩굴목본,3
27. 암석원,23,애기범부채,Tritonia x crocosmiiflora,붓꽃과,다년초,1
27. 암석원,24,완도호랑가시나무,Ilex cornuta 'Wandoensis',감탕나무과,상록교목,3
27. 암석원,25,왜철쭉,Rhododendron sp. ,진달과,낙엽관목,
27. 암석원,26,인동덩굴,Lonicera japonica ,인동과,낙엽덩굴목본,20
27. 암석원,27,자주천인국,Echinacea purpurea ,국화과,다년초,
27. 암석원,28,처진뽕나무,Morus alba f. pendula,뽕나무과,낙엽관목,7
27. 암석원,29,철쭉류,Rhododendron sp. ,진달래,낙엽관목,5
27. 암석원,30,큰금계국,Cornus controversa ,국화과,다년초,
27. 암석원,31,큰기린초,Sedum aizoon var. latifolium,돌나물과,다년초,
27. 암석원,32,한라개승마,Aruncus aethusifolius,장미과,다년초,
27. 암석원,33,한라구절초,Dendranthema coreanum,국화과,다년초,
27. 암석원,34,화백,Chamaecyparis pisifera,측백나무과,상록교목,12
27. 암석원,35,황금측백나무,Platycladus orientalis 'Aurea Nana' ,측백나무과,상록관목,13
28. 무늬식물원,1,금사철나무,Euonymus japonicus 'Ovatus Aureus' ,노박덩굴과,상록관목,1
28. 무늬식물원,2,금식나무,Aucuba japonica f. variegata,식나무과,상록관목,2
28. 무늬식물원,3,남천,Nandina domestica,매자나무과,낙엽관목,40
28. 무늬식물원,4,노랑무늬사사,Pleioblastus viridi-striatus,벼과,상록관목,
28. 무늬식물원,5,눈향나무,Juniperus chinensis var. sargentii,측백나무과,상록관목,4
28. 무늬식물원,6,레우코토에 '레인보우',Leucothoe fontanesiana 'Rainbow' ,측백나무과,상록관목,10
28. 무늬식물원,7,레일란드 측백 '실버 더스트',Cupressocyparis Leylandii 'Silver Dust',측백나무과,상록교목,1
28. 무늬식물원,8,매실나무,Prunus mume,장미과,낙엽관목,5
28. 무늬식물원,9,무늬 고욤나무,Diospyros lotus 'Variegatus',감나무과,낙엽교목,1
28. 무늬식물원,10,무늬 곰솔,Pinus thunbergii  'Variegata',소나무과,상록교목,2
28. 무늬식물원,11,무늬 꽃댕강나무,Abelia x grandiflora 'Variegatum', 인동과,낙엽관목,1
28. 무늬식물원,12,무늬 네군도단풍,Acer negundo 'Variegatum',단풍나무과,낙엽교목,1
28. 무늬식물원,13,무늬 느티나무,Zelkova serrata 'Variegata',느릅나무과,낙엽관목,1
28. 무늬식물원,14,무늬 딱총나무,Sambucus williamsii var. coreana 'Variegata',인동과,낙엽관목,1
28. 무늬식물원,15,무늬 때죽나무,Styrax japonicus 'Variegatus',때죽나무과,낙엽교목,1
28. 무늬식물원,16,무늬 마삭줄,Trachelospermum asiaticum 'Variegatum',협죽도과,상록덩굴목본,5
28. 무늬식물원,17,무늬 빈도리,Deutzia crenata 'Variegata',범의귀과,낙엽관목,5
28. 무늬식물원,18,무늬 사스레피나무,Eurya japonica  'Variegata',차나무과,상록관목,3
28. 무늬식물원,19,무늬 소나무,Pinus densiflora,소나무과,상록교목,1
28. 무늬식물원,20,무늬 수국,Hydrangea sp.,수국과,낙엽관목,1
28. 무늬식물원,21,무늬 좀마삭줄,Trachelospermum sp.,협죽도과,상록덩굴목본,1
28. 무늬식물원,22,무늬 중국쥐똥나무,Ligustrum sinense  'Variegatum',물푸레나무과,낙엽관목,30
28. 무늬식물원,23,무늬 층층나무,Cornus controversa 'Variegata',층층나무과,낙엽교목,1
28. 무늬식물원,24,무늬 치자나무,Gardenia sp.,꼭두서니과,상록관목,10
28. 무늬식물원,25,무늬 황매화,Kerria japonica 'Variegata',장미과,낙엽관목,1
28. 무늬식물원,26,벌개미취,Aster koraiensis ,국화과,다년초,
28. 무늬식물원,27,비비추류,Hosta sp.,비비추과,다년초,
28. 무늬식물원,28,비비추류 2,Hosta sp.,비비추과,다년초,
28. 무늬식물원,29,붉나무,Rhus javanica,옻나무과,낙엽관목,1
28. 무늬식물원,30,사파이어송,Pinus sp.,소나무과,상록교목,2
28. 무늬식물원,31,산딸나무 '골드 아이',Cornus kousa 'Gold Eye',층층나무과,낙엽교목,2
28. 무늬식물원,32,산딸나무 '레인보우',Cornus kousa 'Rainbow',층층나무과,낙엽교목,2
28. 무늬식물원,33,산딸나무류,Cornus kousa,층층나무과,낙엽교목,1
28. 무늬식물원,34,삼나무 '세칸 스키',Cryptomeria japonica `Second Ski',낙우송과,낙엽교목,1
28. 무늬식물원,35,서양측백 '에메랄드 골드', Thuja occidentalis 'Emerald Gold' ,측백나무과,상록교목,2
28. 무늬식물원,36,섬향나무,Juniperus chinensis var. procumbens,측백나무과,상록관목,2
28. 무늬식물원,37,소나무,Pinus densiflora,소나무과,상록교목,2
28. 무늬식물원,38,스코풀로룸 향나무 '스카이로켓',Juniperus scopulorum 'Skyrocket',측백나무과,상록교목,10
28. 무늬식물원,39,자주잎맥문동,Ophiopogon planiscapus 'Nigrescens' ,백합과,다년초,
28. 무늬식물원,40,진달래,Rhododendron mucronulatum ,진달래과,낙엽관목,20
28. 무늬식물원,41,코니카 가문비나무,Picea glauca var. albertiana 'Conica',가문비나무과,상록관목,10
28. 무늬식물원,42,합다리나무,Meliosma oldhamii ,나도밤나무과,낙엽교목,1
28. 무늬식물원,43,향나무 '히버니카',Juniperus communis 'Hibernica' ,측백나무과,상록교목,23
28. 무늬식물원,44,홍가시나무,Photinia glabra,장미과,낙엽교목,15
28. 무늬식물원,45,화백류,Chamaecyparis pisifera Hybrid,측백나무과,상록교목,12
28. 무늬식물원,46,황금노간주나무,Juniperus x pfitzeriana 'Pfitzeriana Aurea' ,측백나무과,상록교목,5
28. 무늬식물원,47,황금 물푸레나무,Fraxinus rhynchophylla 'Aureo-variegata',물푸레나무과,낙엽교목,4
28. 무늬식물원,48,황금 사철나무,Euonymus japonicus 'Aureo-variegata',노박덩굴과,상록교목,5
28. 무늬식물원,49,황금 섬잣나무,Pinus parviflora 'Aurea',소나무과,상록교목,1
28. 무늬식물원,50,황금 소나무,Pinus densiflora cvs.,소나무과,상록교목,2
28. 무늬식물원,51,황금 주목,Taxus cuspidata 'Nana Aurescens' ,주목과,상록교목,1
28. 무늬식물원,52,황금 화백,Chamaecyparis pisifera 'Aurea',측백나무과,상록교목,1
29. 치유의 숲길,1,가는잎족제비고사리,Dryopteris chinensis,관중과,다년초,
29. 치유의 숲길,2,가는잎처녀고사리,Parathelypteris beddomei,처녀고사리과,다년초,
29. 치유의 숲길,3,개옻나무,Rhus trichocarpa,옻나무과,낙엽관목,5
29. 치유의 숲길,4,계요등,Paederia scandens var. scandens,꼭두서니과,다년초,
29. 치유의 숲길,5,고로쇠나무,Acer pictum subsp. mono,단풍나무과,낙엽교목,1
29. 치유의 숲길,6,국수나무,Stephanandra incisa,장미과,낙엽관목,다수
29. 치유의 숲길,7,굴피나무,Platycarya strobilacea ,가래나무과,낙엽교목,1
29. 치유의 숲길,8,나도밤나무,Meliosma myriantha ,나도밤나무과,낙엽교목,5
29. 치유의 숲길,9,대사초,Carex siderosticha,사초과,다년초,
29. 치유의 숲길,10,대팻집나무,Ilex macropoda ,감탕나무과,낙엽교목,2
29. 치유의 숲길,11,덜꿩나무,Viburnum erosum ,인동과,낙엽관목,1
29. 치유의 숲길,12,동백나무,Camellia japonica,차나무과,상록교목,30
29. 치유의 숲길,13,두릅나무,Aralia elata,두릅나무과,낙엽관목,5
29. 치유의 숲길,14,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,30
29. 치유의 숲길,15,말오줌때,Euscaphis japonica,고추나무과,낙엽교목,50
29. 치유의 숲길,16,먹넌출,Berchemia racemosa var. magna ,갈매나무과,낙엽덩굴목본,1
29. 치유의 숲길,17,밤나무,Castanea crenata,참나무과,낙엽교목,1
29. 치유의 숲길,18,백목련,Magnolia denudata,목련과,낙엽교목,12
29. 치유의 숲길,19,비목나무,Lindera erythrocarpa,녹나무과,낙엽교목,1
29. 치유의 숲길,20,산검양옻나무,Rhus sylvestris,옻나무과,낙엽교목,7
29. 치유의 숲길,21,산딸나무,Cornus kousa,층층나무과,낙엽교목,1
29. 치유의 숲길,22,산벚나무,Prunus sargentii ,장미과,낙엽교목,10
