참나무,아카시아나무,청단풍,양버즘나무,당단풍나무,오동나무,현사시나무,너도밤나무,수양버들,미루나무,측백나무,가죽나무,이태리포플러,뽕나무,함박꽃나무,분비나무,사시나무,탱자나무,꽃사과,복자기나무,섬잣나무,물푸레나무,매화나무,세열단풍,리기다소나무,주목나무,위성류,물오리나무,라일락,중국굴피나무,히말라야시다,은백양,보호수,사과나무,복숭아나무,돌배나무,잎갈나무,네군도단풍,포플러나무,배나무,개오동나무,가이즈까향나무,자목련,옥향,포도나무,결주,섬피나무,회나무,갈매나무,비술나무,방크스소나무,히어리,거제수나무,무화과,겹벚나무,좁은단풍,곰솔나무,설탕단풍,수원사시나무,은수원사시,고사,풍단,눈주목,마로니에,참오동,꽃개오동,닥나무,개쉬땅나무,단풍버즘나무,양벚나무,섬벚나무,들메나무,참죽나무,우산고로쇠,고무나무,눈잣나무,루브라참나무,능금나무,신단풍,백일홍,양버들,송양나무,복나무
Quercus aliena ,,Acer palmatum var. dissectum ,,Acer palmatum var. dissectum ,Paulownia tomentosa,Populus tomentiglandulosa,Castanea crenata,Salix gracilistyla,,Thuja orientalis,Styrax japonicus,,Morus bombycis ,,Picea jezoensis,Populus tomentiglandulosa,,Malus floribunda ,Acer triflorum,Castanopsis sieboldii ,Fraxinus rhynchophylla 'Aureo-variegata',Kerria japonica 'Variegata',Acer palmatum var. dissectum ,Pinus palustris,Lindera erythrocarpa,,Alnus japonica,Syringa pubescens subsp. patula 'Miss Kim',Platycarya strobilacea ,Pinus wallichiana,,,Malus floribunda ,,,Quercus mongolica,Acer palmatum var. dissectum ,,,Firmiana simplex ,Juniperus chinensis var. sargentii,Magnolia kobus,Hosta plantaginea,Vitis vinifera,,Tilia amurensis,Buxus koreana ,Rhamnus parvifolia,,Pinus palustris,,Cercidiphyllum japonicum ,Ficus carica,Prunus serrulata var. spontanea ,Acer palmatum var. dissectum ,Pinus thunbergii  'Variegata',Acer palmatum var. dissectum ,Populus tomentiglandulosa,Populus tomentiglandulosa,Pteridium aquilinum var. latiusculum ,Acer palmatum var. dissectum ,Taxus cuspidata,,Paulownia tomentosa,Firmiana simplex ,Edgeworthia chrysantha,Euodia daniellii ,Acer palmatum var. dissectum ,Prunus sargentii ,Prunus sargentii ,,Styrax japonicus,Syneilesis aconitifolia,,Pinus koraiensis ,Quercus aliena ,,Acer palmatum var. dissectum ,Gomphrena globosa,Salix gracilistyla,,
