,sector
14794,96
14795,75
14796,7
14797,5
14798,27
14815,6
14816,27
14817,74
14818,13
14819,38
14820,1
14821,5
14822,78
14823,77
14824,58
14825,69
14826,44
14827,86
14828,84
14829,68
14830,66
14831,73
14832,99
14834,84
14835,78
14836,52
14837,24
14838,39
14839,11
14840,63
14841,67
14842,4
14843,6
14844,1
14845,9
14846,22
14847,13
14850,78
14851,89
14852,5
14854,67
14855,0
14856,70
14859,59
14860,11
14861,46
14862,37
14863,52
14864,60
14865,4
14866,9
14868,36
14869,23
14870,5
14871,68
14872,33
14873,34
14875,77
14876,20
14877,2
14878,19
14879,39
14880,65
14881,40
14882,58
14883,17
14884,12
14885,20
14886,79
14887,78
14888,20
14891,28
14892,98
14894,2
14895,14
14896,3
14897,10
14903,82
14904,2
14905,10
14906,93
14907,67
14908,63
14909,96
14910,12
14911,4
14913,48
14914,12
14919,89
14921,48
14922,94
14923,17
14924,16
14925,39
14926,21
14927,88
14928,35
14929,58
14930,37
14931,8
14933,66
14934,63
14935,97
14936,82
14953,14
14956,38
14957,85
14958,11
14959,82
14960,92
14961,76
14962,5
14963,17
14964,95
14965,2
14966,37
14968,69
14969,7
14970,9
14971,63
14972,23
14973,60
14974,13
14975,84
14976,30
14979,28
14980,11
14981,31
14982,27
14986,55
14987,3
14988,82
14990,97
14991,75
14992,16
14994,56
14995,4
14997,45
14998,7
14999,69
15000,32
15001,85
15002,2
15003,57
15004,6
15005,42
15006,93
15007,3
15008,46
15009,40
15010,76
15011,15
15012,5
15013,88
15014,92
15015,99
15016,95
15017,64
15018,32
15019,32
15020,18
15021,77
15022,20
15023,86
15024,50
15025,50
15030,34
15031,19
15032,87
15033,67
15039,72
15040,38
15041,88
15042,41
15043,36
15044,32
15045,50
15046,52
15047,42
15048,4
15049,1
15051,60
15052,28
15053,11
15061,97
15063,7
15064,49
15065,13
15066,20
15067,89
15068,74
15069,75
15070,14
15071,17
15079,65
15080,95
15104,12
15105,48
15106,65
15108,28
15109,58
15110,45
15111,68
15112,34
15113,58
15114,29
15115,32
15116,13
15117,37
15118,63
15119,45
15120,16
15121,54
15122,26
15123,95
15124,18
15125,25
15126,80
15127,66
15128,32
15129,97
15130,34
15131,7
15132,6
15133,41
15134,62
15135,50
15138,97
15140,24
15141,44
15142,24
15143,10
15144,70
15145,6
15146,91
15147,83
15148,75
15149,60
15150,82
15151,22
15152,6
15153,3
15154,11
15155,78
15156,83
15157,61
15159,72
15160,63
15161,14
15162,94
15163,35
15164,20
15165,24
15166,70
15167,69
15168,30
15170,63
15171,79
15172,62
15173,46
15174,5
15175,46
15176,30
15177,62
15180,59
15181,66
15182,82
15183,63
15184,9
15190,88
15191,94
15192,21
15193,44
15194,16
15195,4
15196,36
15197,75
15198,11
15199,1
15204,96
15205,60
15207,72
15208,36
15210,12
15211,38
15212,46
15213,25
15214,11
15215,4
15216,78
15217,85
15218,63
15219,38
15221,14
15233,38
15234,16
15256,82
15264,30
15265,70
15266,79
15267,94
15268,1
15269,53
15270,4
15271,24
15272,21
15273,10
15274,0
15275,64
15276,89
15278,96
15280,46
15281,0
15282,40
15283,82
15284,84
15285,39
15286,34
15287,41
15288,96
15289,22
15290,49
15291,82
15292,16
15293,2
15294,36
15296,9
15297,33
15298,80
15301,19
15302,45
15303,82
15304,28
15305,38
15306,85
15307,97
15308,27
15309,72
15310,66
15311,53
15312,86
15313,53
15314,78
15315,60
15316,66
15317,78
15318,46
15319,21
15320,6
15321,50
15322,7
15323,59
15324,79
15325,56
15326,40
15327,25
15328,0
15329,40
15330,75
15331,84
15333,26
15334,20
15338,37
15339,13
15341,28
15342,63
15343,66
15344,85
15345,6
15346,33
15347,68
15348,75
15349,24
15350,30
15351,81
15355,28
15356,93
15357,62
15362,97
15363,59
15364,30
15365,52
15366,13
15367,38
15368,32
15369,47
15370,21
15371,30
15372,3
15373,7
15374,20
15390,17
15391,99
15420,27
15421,32
15423,63
15424,30
15425,39
15426,10
15427,14
15428,24
15429,82
15430,82
15431,39
15432,96
15433,17
15434,19
15435,7
15436,86
15437,46
15438,16
15439,85
15440,47
15441,5
15442,45
15443,69
15444,70
15445,48
15446,76
15447,42
15449,44
15450,82
15452,93
15453,11
15454,42
15455,89
15456,60
15457,77
15459,59
15460,51
15461,35
15462,16
15463,71
15464,43
15465,61
15466,10
15467,63
15468,90
15469,77
15470,84
15471,66
15472,32
15473,97
15474,45
15475,53
15476,30
15477,96
15478,13
15479,21
15481,95
15482,12
15483,30
15484,63
15486,52
15487,46
15488,80
15489,3
15490,59
15491,24
15492,66
15493,16
15494,22
15495,10
15499,14
15500,24
15501,45
15502,78
15503,30
15504,11
15505,4
15506,2
15510,4
15511,73
15518,82
15519,7
15522,77
15523,38
15524,85
15525,12
15526,19
15527,58
15528,8
15529,96
15530,16
15531,33
15532,21
15552,39
15553,99
15580,35
15581,17
15582,15
15584,60
15585,51
15586,78
15588,46
15590,39
15591,24
15592,64
15593,13
15594,53
15595,47
15596,42
15598,35
15599,4
15601,22
15602,74
15603,63
15604,50
15605,56
15606,21
15607,33
15608,12
15609,78
15610,37
15611,9
15612,32
15614,12
15615,46
15616,21
15617,41
15618,59
15619,13
15620,77
15621,70
15622,85
15623,27
15624,70
15625,60
15626,19
15627,26
15628,71
15629,20
15630,10
15631,75
15632,45
15633,11
15635,98
15636,44
15637,11
15638,82
15639,66
15640,50
15641,15
15642,60
15643,37
15644,99
15645,61
15646,39
15648,12
15649,27
15650,16
15654,63
15655,73
15656,74
15657,13
15658,28
15659,63
15660,94
15661,94
15662,72
15663,50
15664,11
15670,66
15675,20
15676,3
15677,90
15678,48
15679,17
15680,7
15681,9
15682,69
15683,56
15684,54
15685,17
15686,13
15687,41
15704,89
15705,94
15706,59
15707,37
15708,75
15709,95
15710,27
15711,40
15739,84
15740,4
15741,2
15743,82
15744,95
15745,28
15746,61
15748,46
15749,42
15750,10
15751,10
15752,88
15753,34
15754,69
15755,32
15756,26
15757,32
15758,3
15759,22
15760,94
15761,2
15762,92
15763,37
15764,24
15765,54
15766,2
15767,54
15768,62
15769,61
15770,2
15771,4
15772,22
15773,54
15774,61
15776,13
15777,52
15778,29
15779,2
15781,49
15782,45
15783,85
15784,20
15785,54
15786,53
15787,64
15788,7
15789,79
15790,5
15791,83
15792,13
15793,6
15794,35
15795,53
15796,35
15797,49
15798,72
15800,97
15801,32
15802,10
15803,46
15804,63
15806,10
15810,97
15811,77
15812,63
15813,85
15814,9
15815,77
15816,33
15817,21
15818,12
15823,20
15824,10
15827,11
15828,5
15833,89
15834,21
15835,73
15836,14
15837,2
15838,78
15839,69
15840,24
15841,16
15842,36
15843,8
15868,49
15869,64
15870,5
15873,28
15874,42
15875,15
15900,60
15901,22
15902,30
15904,94
15905,2
15906,50
15907,3
15908,30
15909,86
15910,31
15912,69
15913,75
15914,7
15915,2
15916,52
15917,10
15918,64
15919,75
15920,4
15922,6
15923,63
15924,35
15926,54
15927,72
15930,64
15931,75
15932,85
15933,4
15935,86
15936,82
15937,59
15938,22
15939,83
15940,59
15941,27
15942,27
15943,63
15944,21
15945,24
15946,87
15947,16
15948,47
15950,96
15951,37
15952,80
15953,28
15954,10
15955,62
15956,63
15957,86
15958,72
15959,42
15960,23
15962,32
15963,39
15964,5
15965,27
15966,50
15967,96
15968,14
15969,16
15970,69
15971,86
15972,72
15973,54
15974,19
15975,2
15977,63
15982,11
15988,59
15989,79
15990,78
15991,47
15992,49
15993,44
15994,38
15995,10
15996,84
15997,27
15998,40
15999,35
16000,35
16017,69
16018,45
16030,35
16031,5
16032,4
16033,5
16035,90
16036,37
16063,84
16064,26
16065,4
16068,22
16069,49
16070,62
16072,79
16073,3
16074,13
16075,49
16076,61
16077,56
16078,49
16079,12
16080,4
16082,46
16083,2
16084,97
16085,10
16086,16
16087,50
16088,97
16089,27
16090,30
16091,3
16093,73
16094,87
16095,2
16096,11
16098,47
16099,96
16100,80
16102,72
16103,93
16104,44
16106,96
16107,35
16108,36
16109,56
16110,93
16111,36
16112,31
16113,31
16115,68
16116,2
16117,11
16118,57
16119,73
16120,19
16122,68
16123,80
16124,62
16125,14
16126,42
16127,58
16130,92
16131,68
16132,57
16133,42
16134,31
16135,9
16137,15
16140,71
16141,63
16147,47
16148,12
16149,7
16150,38
16151,3
16152,15
16153,10
16154,77
16155,32
16156,13
16157,6
16158,5
16160,60
16161,40
16196,14
16197,31
16223,66
16224,12
16229,39
16230,35
16231,30
16232,64
16233,78
16234,13
16235,72
16237,17
16238,46
16239,76
16241,64
16242,20
16243,37
16244,40
16245,6
16247,78
16248,63
16249,50
16250,32
16251,54
16252,4
16254,11
16255,43
16256,3
16257,77
16258,45
16259,4
16260,45
16261,4
16263,12
16264,27
16265,60
16266,75
16267,56
16268,55
16269,43
16270,60
16271,84
16272,0
16273,32
16274,68
16276,28
16278,12
16280,61
16281,87
16282,92
16283,68
16284,59
16285,1
16286,23
16287,4
16288,94
16289,28
16290,61
16292,58
16293,33
16294,27
16295,24
16297,10
16298,22
16299,73
16302,7
16303,40
16304,39
16305,11
16306,20
16307,69
16308,92
16309,24
16310,14
16311,33
16312,14
16313,10
16314,61
16349,5
16350,23
16375,48
16376,39
16381,80
16382,53
16383,24
16384,63
16385,14
16386,24
16387,74
16388,68
16389,63
16390,62
16391,42
16392,16
16393,10
16394,30
16395,28
16396,40
16397,23
16401,60
16402,6
16403,76
16405,14
16406,1
16407,2
16408,3
16409,57
16410,2
16411,69
16412,57
16413,64
16414,14
16415,44
16416,32
16418,69
16419,2
16420,95
16421,61
16422,54
16423,37
16424,74
16425,11
16426,82
16427,79
16428,97
16429,72
16430,91
16431,92
16432,97
16433,38
16434,89
16435,17
16436,5
16437,22
16438,20
16441,22
16442,37
16443,88
16444,36
16445,66
16446,60
16447,91
16448,3
16449,99
16450,37
16451,18
16452,2
16453,7
16454,46
16455,54
16456,1
16457,3
16458,8
16461,37
16462,52
16499,85
16500,12
16521,67
16522,61
16526,59
16527,2
16528,38
16529,5
16530,78
16531,50
16532,60
16533,24
16534,4
16535,7
16536,48
16537,74
16539,66
16540,92
16541,45
16543,1
16544,20
16545,10
16546,59
16547,17
16548,69
16549,39
16550,98
16551,70
16554,59
16556,78
16557,32
16558,67
16559,5
16560,86
16561,20
16562,54
16563,77
16564,20
16565,2
16566,13
16567,31
16569,17
16570,52
16571,34
16572,72
16573,36
16575,95
16576,90
16577,39
16578,66
16579,61
16580,78
16581,34
16582,30
16583,72
16585,18
16587,0
16588,7
16589,82
16590,5
16591,19
16592,30
16593,50
16594,11
16596,60
16597,66
16598,50
16599,2
16600,35
16601,3
16602,26
16603,20
16604,55
16610,68
16612,4
16613,13
16642,1
16643,39
16660,66
16661,88
16665,13
16666,44
16667,95
16668,2
16669,44
16670,48
16671,39
16672,82
16673,10
16674,82
16675,15
16676,32
16677,50
16678,27
16679,93
16680,2
16681,68
16683,47
16684,49
16685,4
16686,22
16687,89
16688,84
16689,59
16691,32
16692,95
16693,41
16694,63
16695,96
16696,92
16698,38
16699,72
16700,47
16701,33
16702,5
16703,26
16704,10
16705,76
16706,27
16707,28
16708,21
16709,19
16710,61
16712,45
16713,70
16714,99
16715,20
16717,13
16718,48
16720,17
16723,25
16726,19
16727,82
16728,59
16729,67
16730,67
16731,3
16732,39
16733,21
16734,50
16735,14
16736,90
16737,63
16738,11
16740,22
16741,52
16748,4
16749,16
16750,72
16782,41
16783,60
16793,75
16794,93
16798,85
16799,2
16800,96
16801,90
16802,96
16803,10
16804,7
16805,73
16806,10
16807,43
16808,50
16809,15
16810,86
16811,10
16813,94
16814,68
16815,5
16817,29
16818,75
16819,93
16820,36
16821,10
16822,13
16823,24
16824,82
16826,67
16827,2
16828,43
16829,12
16830,67
16831,15
16832,41
16833,4
16834,40
16836,41
16837,36
16838,61
16839,82
16840,4
16841,42
16842,1
16843,50
16844,36
16845,24
16846,52
16847,96
16848,67
16849,47
16850,10
16851,27
16852,0
16853,86
16854,24
16855,17
16856,20
16860,54
16861,92
16862,59
16863,48
16864,4
16865,21
16866,20
16867,77
16868,24
16869,27
16870,7
16871,10
16874,28
16875,78
16876,63
16877,24
16881,96
16882,95
16889,60
16890,70
16924,69
16925,33
16926,5
16927,2
16928,50
16934,25
16935,43
16939,46
16940,96
16941,97
16942,23
16943,59
16944,39
16945,69
16946,6
16947,66
16948,68
16949,21
16950,96
16951,41
16952,91
16953,31
16954,86
16955,69
16956,24
16957,52
16959,77
16960,77
16961,32
16963,36
16964,86
16965,76
16966,90
16967,15
16968,67
16969,96
16970,22
16972,68
16973,40
16974,47
16975,5
16977,4
16978,88
16979,40
16980,56
16981,54
16982,27
16983,41
16984,22
16985,1
16986,80
16987,13
16988,59
16989,33
16990,13
16991,48
16992,14
16993,10
17004,70
17005,5
17006,32
17007,23
17008,4
17009,75
17010,59
17011,48
17012,16
17013,4
17022,31
17023,99
17027,70
17028,93
17034,66
17035,41
17036,37
17065,63
17066,38
17067,28
17069,85
17070,96
17071,20
17072,37
17077,35
17081,69
17082,59
17083,41
17088,6
17089,97
17090,51
17091,22
17092,2
17093,63
17094,54
17095,14
17096,97
17097,72
17098,89
17099,84
17100,58
17101,49
17102,6
17103,86
17104,73
17105,9
17106,86
17107,50
17108,75
17110,6
17111,43
17112,24
17113,48
17114,91
17115,19
17116,62
17117,22
17118,75
17119,97
17120,53
17121,67
17122,50
17124,44
17125,10
17126,37
17127,22
17128,39
17129,89
17130,11
17131,71
17132,42
17133,18
17134,23
17135,14
17136,82
17137,52
17139,6
17140,12
17141,17
17142,22
17148,89
17149,50
17150,27
17151,63
17152,16
17153,37
17154,40
17155,14
17156,32
17157,22
17158,10
17166,32
17167,72
17169,86
17170,60
17175,66
17176,5
17177,5
17178,38
17203,97
17204,63
17205,39
17206,42
17207,76
17208,7
17209,31
17210,41
17211,2
17212,83
17214,69
17215,71
17220,5
17221,97
17224,52
17225,43
17229,96
17230,37
17231,27
17232,61
17233,51
17234,93
17235,35
17236,56
17237,84
17238,36
17239,31
17240,1
17241,44
17242,0
17243,3
17244,13
17245,47
17246,75
17247,39
17248,72
17249,87
17250,23
17251,60
17253,69
17254,64
17255,86
17257,14
17258,51
17259,24
17260,5
17261,43
17262,85
17263,30
17264,32
17265,0
17266,34
17267,8
17268,59
17269,54
17270,24
17272,16
17273,56
17274,4
17276,19
17277,73
17278,52
17279,72
17280,10
17281,13
17285,95
17286,45
17295,4
17296,40
17301,50
17302,64
17309,52
17312,31
17313,39
17336,61
17337,23
17338,68
17339,73
17340,54
17341,25
17342,39
17343,54
17345,38
17346,10
17352,97
17353,11
17358,39
17359,40
17360,28
17361,4
17362,47
17363,30
17364,28
17365,7
17366,46
17367,28
17368,48
17369,94
17370,56
17371,58
17372,73
17373,12
17374,97
17375,77
17376,22
17377,84
17379,54
17380,60
17381,27
17382,89
17383,2
17384,11
17385,97
17386,63
17387,78
17388,40
17389,82
17390,63
17391,14
17392,86
17393,16
17394,37
17395,51
17396,47
17398,44
17399,28
17400,71
17401,38
17403,68
17405,97
17406,64
17407,86
17408,14
17409,11
17411,86
17412,60
17413,55
17414,1
17415,83
17416,97
17417,37
17418,10
17419,2
17423,27
17424,63
17431,99
17432,60
17433,10
17440,58
17441,62
17446,93
17447,43
17457,38
17458,69
17459,17
17460,26
17476,0
17477,91
17478,60
17479,20
17480,19
17481,69
17482,28
17483,50
17484,54
17485,2
17488,92
17490,60
17491,10
17499,95
17502,72
17503,38
17506,95
17507,10
17508,7
17509,32
17510,54
17511,75
17512,7
17513,90
17514,27
17515,6
17516,87
17517,59
17518,55
17519,63
17520,41
17521,95
17522,92
17523,0
17524,30
17525,17
17526,91
17527,79
17528,95
17529,20
17530,27
17531,5
17532,48
17533,20
17535,27
17536,14
17537,54
17538,33
17539,9
17540,60
17541,19
17542,51
17543,54
17544,58
17545,54
17546,84
17547,84
17548,3
17549,92
17551,49
17552,97
17553,40
17554,18
17555,66
17556,25
17557,87
17558,87
17559,79
17560,66
17561,37
17562,2
17563,59
17564,63
17565,87
17566,58
17567,1
17568,7
17569,5
17575,37
17576,70
17583,35
17584,2
17592,13
17593,65
17598,96
17599,79
17607,30
17608,6
17609,4
17610,40
17611,50
17622,60
17623,95
17624,73
17625,34
17626,75
17627,57
17628,56
17629,7
17630,7
17635,10
17636,38
17638,16
17639,82
17640,37
17642,10
17643,81
17652,24
17653,56
17654,2
17659,97
17660,4
17661,24
17662,78
17663,71
17664,14
17665,10
17666,96
17667,1
17668,98
17669,60
17670,66
17671,96
17672,13
17673,0
17674,44
17675,92
17676,77
17677,64
17678,69
17679,4
17680,3
17681,64
17682,95
17683,97
17684,33
17685,69
17686,21
17687,42
17688,53
17689,66
17690,47
17691,70
17692,0
17694,63
17695,52
17697,14
17698,22
17699,96
17700,72
17701,89
17702,12
17703,68
17704,4
17705,61
17707,3
17708,54
17709,69
17710,74
17711,45
17712,57
17713,2
17715,86
17716,91
17717,5
17718,40
17719,39
17727,13
17728,15
17743,97
17744,87
17748,46
17749,96
17755,17
17756,82
17757,10
17760,48
17761,5
17768,71
17769,13
17770,44
17771,30
17772,4
17773,13
17774,6
17775,5
17781,87
17782,16
17784,45
17786,63
17787,42
17792,70
17795,27
17796,71
17799,95
17800,84
17801,32
17802,33
17803,22
17804,59
17805,21
17806,45
17807,28
17808,37
17809,80
17810,58
17811,41
17812,87
17813,19
17814,14
17815,42
17816,39
17817,37
17818,50
17819,78
17820,14
17822,49
17823,77
17824,10
17825,60
17826,64
17827,2
17828,41
17830,69
17831,2
17832,89
17833,71
17834,34
17835,57
17836,88
17837,81
17838,12
17839,72
17840,79
17841,75
17842,3
17843,70
17845,64
17846,6
17847,69
17848,9
17849,82
17856,59
17857,34
17874,13
17875,16
17876,40
17880,10
17881,70
17886,42
17889,62
17890,96
17891,79
17892,24
17893,17
17894,2
17897,34
17898,13
17899,37
17902,92
17903,80
17904,82
17907,6
17908,63
17909,61
17911,92
17912,60
17913,28
17914,40
17915,94
17916,63
17922,22
17923,13
17925,77
17926,79
17930,19
17931,13
17932,82
17933,24
17934,99
17935,80
17936,7
17937,63
17938,69
17939,70
17940,41
17941,36
17942,6
17943,94
17944,38
17945,13
17946,28
17947,13
17949,22
17950,42
17951,12
17952,7
17953,67
17954,2
17956,17
17957,59
17958,63
17959,16
17960,76
17961,94
17962,55
17963,69
17964,32
17965,42
17967,47
17968,32
17969,50
17970,97
17971,84
17972,83
17973,76
17974,41
17975,95
17976,54
17977,79
17979,89
17980,52
17981,36
17986,20
17992,74
18011,40
18015,12
18016,67
18018,27
18022,40
18025,78
18026,46
18027,24
18028,2
18029,52
18030,67
18031,5
18038,68
18039,17
18040,72
18042,50
18043,37
18045,12
18047,38
18050,10
18051,44
18060,92
18061,52
18064,76
18065,49
18066,52
18067,10
18068,92
18069,15
18070,63
18071,71
18072,16
18073,25
18074,55
18075,68
18076,52
18077,96
18080,78
18081,50
18083,32
18084,55
18086,22
18087,11
18088,16
18089,13
18090,41
18091,4
18092,71
18093,13
18094,87
18095,12
18096,77
18097,10
18098,52
18099,44
18100,77
18101,86
18103,54
18104,58
18105,48
18106,65
18107,2
18108,38
18109,11
18110,3
18120,5
18133,17
18134,87
18139,18
18140,68
18146,66
18147,85
18148,25
18149,27
18150,20
18151,7
18152,84
18153,82
18154,4
18155,78
18156,74
18165,18
18166,36
18168,98
18170,82
18171,22
18173,39
18174,50
18175,47
18176,17
18177,6
18178,35
18181,31
18182,14
18187,97
18189,16
18190,35
18195,59
18196,4
18197,5
18198,70
18199,54
18200,54
18201,6
18202,69
18203,27
18204,52
18205,14
18206,49
18207,10
18208,25
18209,50
18210,10
18211,60
18215,46
18216,82
18217,12
18219,46
18220,16
18222,43
18223,45
18224,82
18225,16
18226,14
18227,69
18228,13
18230,22
18231,14
18233,27
18234,77
18236,17
18237,0
18238,44
18239,59
18240,59
18241,48
18242,21
18243,70
18244,40
18245,32
18252,88
18266,37
18267,68
18270,14
18271,38
18275,89
18276,80
18277,64
18278,17
18279,30
18280,66
18281,75
18282,7
18283,11
18284,10
18285,97
18286,71
18295,27
18297,50
18301,33
18302,14
18311,3
18312,13
18320,36
18321,45
18323,36
18324,50
18325,28
18326,83
18327,96
18328,46
18329,94
18330,10
18331,42
18332,50
18333,47
18334,49
18335,2
18336,13
18337,17
18338,63
18339,28
18340,22
18341,61
18342,68
18343,37
18345,52
18346,17
18347,97
18348,62
18349,54
18350,88
18351,34
18352,24
18353,16
18354,61
18355,95
18356,52
18357,47
18358,57
18359,84
18360,82
18361,66
18362,50
18363,86
18364,58
18376,78
18381,76
18382,10
18393,28
18394,85
18395,92
18396,26
18397,61
18398,32
18399,80
18400,7
18401,17
18402,73
18411,30
18412,41
18417,69
18418,68
18419,38
18422,65
18423,10
18424,10
18425,78
18428,67
18429,90
18430,60
18436,3
18437,11
18439,38
18440,97
18444,95
18445,76
18449,17
18450,6
18454,77
18455,87
18456,10
18458,1
18459,38
18460,42
18461,29
18462,48
18463,73
18464,61
18465,56
18466,94
18467,59
18468,4
18471,13
18472,52
18473,0
18476,99
18477,60
18478,88
18479,1
18480,72
18481,11
18482,48
18483,64
18484,19
18485,20
18486,11
18487,5
18488,0
18489,86
18490,31
18491,73
18492,45
18493,81
18494,69
18495,12
18506,46
18507,63
18511,21
18521,95
18522,17
18523,27
18524,43
18525,4
18526,54
18527,49
18528,75
18529,23
18530,10
18543,27
18547,27
18548,12
18551,22
18553,37
18561,65
18562,98
18568,82
18578,69
18579,11
18582,25
18583,31
18584,23
18585,78
18586,86
18587,6
18588,27
18589,5
18590,12
18591,57
18592,88
18593,35
18594,87
18595,12
18596,11
18598,49
18599,74
18600,53
18601,69
18602,44
18603,64
18604,11
18605,69
18606,52
18607,10
18608,60
18609,11
18610,66
18611,23
18613,0
18614,96
18616,30
18618,58
18619,3
18620,10
18621,58
18622,78
18623,82
18638,17
18639,63
18642,10
18651,96
18652,40
18653,42
18654,50
18655,40
18656,45
18657,63
18658,20
18661,9
18662,12
18672,69
18673,14
18674,82
18675,13
18683,95
18684,74
18685,18
18686,4
18687,13
18688,60
18689,72
18696,89
18697,71
18700,26
18701,86
18702,2
18708,78
18709,21
18710,56
18711,90
18712,17
18713,39
18716,39
18717,5
18718,36
18719,24
18720,13
18721,25
18722,26
18723,87
18724,60
18725,95
18726,44
18727,60
18728,43
18729,12
18730,34
18732,36
18733,42
18734,84
18736,20
18737,64
18738,56
18739,72
18740,36
18741,54
18742,2
18743,31
18744,3
18745,60
18746,60
18747,30
18748,82
18749,20
18750,86
18751,30
18752,88
18753,70
18754,86
18755,50
18756,89
18757,38
18774,62
18775,30
18776,18
18777,99
18778,66
18779,32
18780,3
18781,19
18782,20
18783,91
18784,5
18786,12
18787,68
18794,26
18795,24
18796,12
18797,33
18798,1
18799,36
18800,49
18806,79
18807,57
18808,63
18809,68
18810,63
18812,39
18813,40
18814,40
18822,49
18823,40
18824,40
18826,37
18827,62
18828,77
18829,67
18830,64
18831,3
18832,33
18833,28
18836,18
18837,37
18838,86
18839,8
18840,45
18841,67
18842,14
18843,70
18844,17
18845,23
18846,86
18847,60
18848,11
18849,52
18850,60
18851,36
18853,78
18854,32
18855,68
18856,97
18857,45
18859,0
18860,19
18861,92
18862,52
18863,64
18864,70
18865,11
18866,61
18867,71
18868,18
18869,86
18870,66
18871,22
18872,90
18874,82
18875,50
18876,26
18877,24
18885,20
18886,11
18889,78
18890,24
18891,16
18892,19
18893,68
18894,42
18895,4
18896,20
18897,4
18899,12
18900,50
18901,43
18905,24
18906,49
18914,38
18915,15
18916,92
18917,29
18918,17
18919,13
18925,34
18926,42
18927,42
18928,32
18929,18
18931,88
18932,73
18933,31
18934,15
18935,78
18936,71
18937,75
18938,13
18939,96
18940,52
18947,86
18948,85
18949,21
18950,35
18951,58
18952,92
18953,24
18954,13
18955,72
18956,70
18957,28
18958,99
18959,41
18960,55
18961,14
18962,51
18963,92
18964,12
18965,2
18966,86
18967,27
18968,53
18969,30
18970,40
18971,10
18972,93
18973,84
18974,11
18975,63
18976,49
18977,13
18978,31
18979,62
18980,46
18981,47
18982,2
18983,86
18984,64
18985,8
18986,68
18987,12
18988,18
18991,95
18992,2
18993,5
18994,30
18995,52
18996,38
18997,36
18998,19
18999,5
19001,4
19002,19
19003,37
19004,83
19005,49
19007,16
19008,14
19016,0
19017,8
19018,20
19019,97
19020,49
19021,18
19022,30
19023,2
19030,95
19031,75
19032,1
19033,41
19034,24
19035,79
19036,64
19037,29
19038,10
19039,65
19040,69
19041,34
19042,22
19045,56
19046,96
19047,44
19048,30
19049,12
19050,54
19051,7
19052,63
19053,7
19058,69
19059,11
19061,19
19062,50
19063,83
19064,12
19066,48
19067,63
19068,2
19070,5
19071,40
19072,4
19073,33
19074,76
19075,76
19076,84
19077,7
19078,62
19079,5
19080,24
19081,84
19082,89
19083,71
19084,84
19087,59
19088,37
19089,54
19090,28
19091,94
19092,93
19093,28
19094,0
19095,97
19097,40
19098,96
19099,82
19100,8
19101,50
19102,16
19104,49
19105,1
19106,68
19107,26
19112,86
19113,73
19114,6
19115,47
19116,83
19117,69
19118,20
19121,43
19122,20
19123,36
19124,89
19125,44
19126,52
19127,50
19136,99
19137,74
19138,5
19139,63
19140,47
19141,2
19142,1
19143,63
19149,1
19150,24
19151,32
19152,93
19153,32
19154,26
19155,40
19156,92
19158,76
19159,20
19160,5
19161,88
19162,50
19163,51
19164,43
19165,63
19175,39
19176,17
19181,82
19182,49
19183,36
19184,7
19185,22
19186,72
19188,5
19189,42
19190,44
19191,37
19192,46
19193,37
19194,54
19195,2
19196,29
19197,71
19198,19
19199,1
19200,11
19201,17
19202,92
19203,76
19204,11
19205,69
19206,51
19207,34
19208,14
19209,55
19210,35
19211,26
19212,89
19213,71
19214,96
19215,1
19216,28
19217,88
19218,97
19219,85
19220,53
19221,23
19222,47
19223,0
19224,17
19226,17
19227,28
19229,96
19230,18
19231,30
19232,73
19235,20
19236,2
19245,27
19246,87
19247,47
19248,39
19249,12
19250,29
19251,11
19252,99
19259,31
19260,28
19261,26
19262,45
19263,30
19264,1
19265,52
19266,2
19267,84
19268,47
19269,43
19270,2
19273,86
19274,37
19275,76
19276,9
19284,93
19285,82
19289,96
19290,84
19291,90
19292,59
19293,53
19294,86
19295,88
19296,50
19297,2
19298,86
19299,5
19300,49
19301,86
19302,84
19303,36
19304,75
19305,13
19307,38
19308,76
19309,3
19310,40
19312,97
19313,16
19314,62
19315,24
19316,37
19317,78
19318,84
19319,38
19321,66
19322,98
19323,28
19324,57
19325,33
19330,14
19332,74
19333,27
19334,5
19335,86
19336,76
19337,87
19338,96
19339,26
19343,70
19348,28
19349,20
19350,59
19351,6
19358,68
19361,60
19362,17
19363,63
19364,45
19365,70
19366,62
19367,18
19374,10
19375,97
19376,14
19377,5
19381,66
19383,20
19387,16
19388,3
19393,90
19394,96
19396,86
19397,42
19398,36
19399,41
19400,5
19401,63
19403,38
19404,45
19405,67
19406,24
19407,22
19408,41
19409,13
19410,35
19411,49
19412,17
19413,66
19414,62
19415,48
19416,58
19417,99
19418,92
19419,12
19420,54
19421,66
19422,4
19423,62
19424,49
19425,64
19427,54
19429,3
19430,37
19431,43
19432,50
19433,40
19434,30
19435,60
19436,94
19437,24
19438,17
19439,81
19447,62
19448,74
19455,69
19456,88
19457,49
19458,3
19459,96
19460,49
19461,74
19463,13
19464,24
19465,18
19466,2
19474,39
19475,32
19476,25
19477,70
19483,23
19484,95
19485,14
19489,95
19491,4
19493,50
19494,84
19497,29
19498,5
19499,60
19500,50
19501,30
19503,14
19504,70
19506,84
19507,7
19508,54
19509,71
19510,72
19511,78
19512,36
19513,93
19514,27
19515,13
19516,14
19517,31
19518,6
19519,36
19520,61
19521,97
19522,86
19523,37
19524,86
19525,47
19526,4
