,sector
8673,10
8678,68
8679,14
8680,35
8681,10
8687,40
8688,56
8689,72
8691,56
8700,58
8701,13
8704,78
8715,48
8716,13
8718,88
8724,59
8725,86
8726,90
8727,60
8728,11
8751,27
8754,86
8755,39
8756,5
8767,57
8771,13
8779,40
8780,35
8783,89
8784,14
8797,44
8805,14
8806,13
8807,39
8808,11
8809,74
8811,63
8812,16
8813,21
8814,65
8816,1
8841,26
8844,75
8845,24
8846,5
8858,78
8862,60
8873,72
8879,6
8880,88
8881,72
8882,65
8904,4
8905,13
8906,21
8907,43
8910,92
8936,97
8937,12
8940,27
8942,44
8943,4
8955,10
8960,70
8978,16
8979,66
8981,23
9001,28
9002,41
9003,50
9004,20
9005,23
9006,21
9030,88
9037,96
9050,59
9056,39
9075,96
9076,59
9077,32
9101,10
9102,20
9103,78
9105,89
9107,78
9131,63
9137,77
9138,27
9150,11
9176,39
9177,27
9178,96
9182,92
9197,61
9204,59
9205,24
9206,86
9231,37
9232,2
9235,79
9236,22
9249,95
9254,83
9255,32
9256,63
9273,77
9277,70
9278,77
9279,66
9280,60
9301,44
9302,11
9303,47
9304,13
9305,13
9306,87
9307,60
9308,60
9309,84
9310,67
9330,73
9331,94
9332,40
9333,2
9349,12
9352,20
9353,86
9354,24
9355,40
9369,92
9373,16
9374,84
9375,50
9376,86
9377,96
9378,11
9391,28
9392,34
9393,17
9394,60
9396,68
9397,70
9402,1
9403,39
9404,72
9405,10
9406,36
9407,11
9408,43
9426,54
9428,78
9429,34
9450,0
9453,22
9454,40
9467,23
9468,77
9473,97
9474,99
9475,5
9481,74
9487,96
9493,62
9494,2
9503,20
9504,28
9505,84
9506,35
9507,61
9508,24
9509,23
9510,70
9514,66
9515,58
9522,86
9523,2
9524,69
9525,80
9526,17
9547,50
9550,12
9551,87
9564,20
9570,67
9571,82
9572,27
9573,84
9578,90
9589,70
9590,24
9596,72
9603,5
9604,98
9605,57
9606,81
9607,30
9608,96
9609,60
9617,97
9618,58
9620,7
9621,32
9637,16
9643,77
9649,76
9650,30
9651,28
9652,24
9655,94
9665,57
9667,44
9668,86
9669,48
9675,63
9685,89
9686,14
9687,13
9693,14
9704,14
9705,68
9706,24
9707,12
9708,44
9709,26
9710,59
9711,40
9716,13
9717,50
9718,64
9719,30
9738,49
9740,24
9741,76
9742,47
9743,42
9744,86
9745,5
9746,63
9751,25
9752,63
9753,46
9755,11
9765,44
9766,87
9770,86
9771,51
9772,32
9773,44
9774,17
9775,17
9791,56
9813,12
9814,69
9815,60
9816,52
9817,7
9818,34
9819,33
9841,60
9842,50
9843,42
9848,11
9849,82
9850,27
9851,78
9859,66
9860,49
9861,98
9862,11
9864,84
9865,66
9866,10
9867,86
9868,24
9869,62
9871,97
9872,5
9874,78
9888,58
9889,27
9914,17
9915,43
9916,77
9934,46
9938,37
9939,39
9940,62
9944,17
9945,16
9946,38
9947,63
9952,92
9953,0
9954,63
9956,50
9957,23
9958,17
9959,11
9960,27
9973,86
9974,63
9975,10
10003,28
10004,88
10005,33
10006,52
10030,5
10031,59
10032,14
10033,79
10035,4
10036,62
10037,14
10039,37
10040,59
10041,2
10042,32
10043,27
10044,40
10049,76
10050,66
10051,68
10052,95
10053,69
10054,70
10055,44
10056,84
10057,60
10071,77
10073,24
10074,36
10075,74
10104,83
10105,27
10114,72
10132,29
10133,30
10134,47
10135,41
10136,4
10137,63
10139,89
10140,52
10141,3
10146,50
10147,67
10148,56
10149,63
10150,60
10151,13
10155,11
10156,86
10157,34
10158,28
10159,65
10160,92
10161,17
10163,75
10164,3
10165,32
10166,75
10181,28
10185,78
10186,58
10216,12
10217,93
10218,46
10227,27
10243,68
10244,43
10245,60
10246,1
10247,54
10248,68
10249,29
10250,42
10251,50
10260,58
10261,64
10262,79
10263,39
10264,11
10265,78
10266,72
10267,60
10269,2
10270,17
10271,46
10272,23
10274,49
10275,50
10276,10
10277,42
10290,46
10294,39
10295,40
10296,50
10326,3
10327,17
10328,40
10353,89
10354,69
10355,17
10356,10
10357,97
10358,40
10359,59
10360,70
10361,69
10362,45
10363,25
10364,11
10365,98
10368,84
10369,41
10370,32
10383,66
10384,40
10385,14
10388,0
10391,59
10392,86
10393,72
10394,71
10395,63
10397,64
10398,70
10414,72
10420,17
10421,24
10422,74
10440,22
10441,74
10447,5
10449,36
10450,38
10451,18
10472,12
10473,62
10474,11
10475,21
10476,78
10477,45
10478,13
10479,11
10481,34
10482,47
10484,86
10485,54
10487,39
10488,20
10489,84
10490,47
10491,13
10492,50
10508,28
10509,56
10510,94
10511,19
10512,37
10513,21
10514,61
10515,69
10516,2
10517,20
10518,33
10519,79
10520,14
10536,52
10541,14
10542,54
10543,79
10561,35
10562,3
10563,10
10568,53
10569,24
10570,74
10588,24
10589,28
10590,40
10591,94
10592,30
10593,17
10594,3
10595,2
10598,39
10599,20
10600,12
10601,54
10602,57
10603,41
10604,35
10622,89
10623,42
10624,12
10625,11
10626,86
10627,45
10628,10
10629,94
10630,60
10634,20
10635,24
10636,40
10637,84
10652,86
10660,33
10661,92
10662,11
10678,95
10679,10
10682,16
10684,32
10685,56
10691,20
10699,12
10700,27
10701,13
10702,19
10703,97
10704,50
10705,17
10706,20
10707,32
10712,49
10713,32
10715,39
10716,87
10717,89
10733,65
10734,5
10735,86
10736,69
10737,24
10738,47
10739,54
10740,16
10741,0
10742,30
10743,67
10745,11
10746,45
10751,11
10752,9
10757,87
10764,10
10768,70
10777,13
10793,37
10794,12
10795,0
10798,54
10800,26
10801,4
10802,40
10806,24
10812,48
10813,24
10814,13
10815,23
10816,16
10817,50
10818,14
10821,50
10822,32
10823,21
10824,14
10825,41
10826,72
10829,64
10830,2
10844,24
10845,11
10846,67
10847,54
10848,2
10849,14
10850,12
10851,14
10852,30
10853,14
10854,5
10855,98
10856,86
10857,96
10858,4
10865,73
10880,32
10889,6
10905,78
10906,70
10907,37
10908,46
10909,66
10911,60
10912,45
10913,66
10914,54
10915,14
10918,60
10921,77
10922,94
10923,7
10924,30
10925,72
10926,5
10939,96
10940,62
10941,30
10942,12
10946,41
10947,21
10950,44
10951,31
10962,96
10963,63
10964,89
10971,90
10972,61
10973,1
10980,0
10981,30
11002,6
11003,75
11017,87
11018,7
11019,34
11020,21
11021,4
11022,73
11023,20
11024,2
11025,13
11026,39
11027,30
11028,71
11030,12
11031,50
11032,13
11033,12
11034,31
11035,4
11036,20
11041,64
11042,54
11046,94
11050,63
11053,64
11056,56
11057,13
11058,34
11065,2
11066,21
11069,10
11070,45
11079,70
11080,6
11081,65
11082,11
11099,11
11103,36
11116,96
11117,50
11118,53
11119,77
11134,62
11135,14
11136,82
11138,60
11139,17
11140,1
11141,21
11143,99
11144,16
11145,78
11146,2
11147,78
11148,35
11149,29
11150,2
11158,17
11159,34
11164,4
11165,69
11167,89
11168,68
11169,69
11173,28
11174,33
11175,6
11185,63
11186,10
11189,78
11190,10
11195,97
11196,43
11197,24
11198,1
11209,63
11211,77
11232,14
11233,50
11234,88
11235,84
11236,2
11248,5
11249,51
11252,39
11254,78
11255,64
11257,30
11260,7
11261,54
11262,42
11263,5
11277,20
11282,61
11284,38
11285,22
11286,78
11287,11
11289,92
11290,0
11292,94
11293,0
11294,44
11295,30
11307,89
11308,86
11311,84
11312,54
11316,56
11317,69
11318,80
11319,10
11320,95
11328,47
11329,94
11330,54
11331,78
11332,66
11333,70
11334,0
11335,13
11336,63
11345,13
11346,78
11353,16
11354,70
11355,42
11371,27
11372,2
11373,56
11374,1
11375,97
11377,59
11378,5
11379,76
11380,37
11396,2
11397,50
11399,45
11400,5
11401,32
11403,95
11405,44
11408,94
11409,94
11410,69
11411,46
11412,65
11413,72
11427,16
11428,63
11429,88
11432,14
11433,30
11434,24
11435,27
11436,24
11437,2
11446,60
11447,66
11448,24
11449,75
11450,44
11451,77
11452,17
11453,2
11454,17
11455,47
11456,87
11457,10
11458,44
11459,86
11467,7
11468,35
11470,98
11471,11
11472,92
11476,86
11477,9
11478,95
11479,45
11480,62
11481,10
11494,69
11495,92
11496,35
11497,30
11499,92
11500,2
11501,64
11502,35
11520,5
11524,38
11526,64
11527,37
11528,3
11529,75
11533,68
11534,13
11536,62
11537,98
11555,4
11556,34
11557,7
11558,94
11559,54
11567,59
11569,90
11570,89
11572,87
11574,16
11575,41
11576,84
11577,36
11578,24
11587,2
11589,17
11596,22
11597,72
11598,63
11599,14
11600,20
11601,27
11602,9
11603,63
11617,10
11619,56
11620,28
11637,15
11639,18
11643,78
11644,58
11645,4
11646,53
11647,38
11648,33
11650,26
11651,42
11652,30
11653,69
11654,92
11655,20
11674,14
11675,84
11676,16
11677,72
11678,77
11679,2
11683,89
11684,38
11685,86
11686,72
11687,12
11694,76
11695,70
11697,27
11698,39
11699,77
11700,1
11701,20
11702,22
11703,61
11709,14
11710,61
11711,13
11712,13
11713,18
11714,27
11715,24
11724,73
11725,34
11726,50
11727,18
11728,50
11730,12
11731,11
11733,34
11751,84
11752,61
11753,21
11755,5
11758,12
11759,11
11780,16
11781,7
11782,96
11783,68
11784,70
11785,63
11786,43
11791,13
11792,58
11798,81
11799,49
11800,17
11801,41
11809,2
11810,5
11811,3
11812,87
11813,50
11814,39
11815,86
11817,63
11818,6
11820,89
11822,93
11823,63
11826,95
11827,32
11828,39
11847,86
11848,36
11849,32
11853,97
11854,27
11855,8
11856,30
11875,94
11876,21
11877,96
11878,52
11879,47
11880,93
11881,89
11882,2
11883,41
11887,48
11888,1
11894,7
11895,89
11896,5
11897,86
11898,50
11906,27
11907,49
11908,44
11909,56
11910,20
11911,12
11912,56
11913,0
11914,63
11915,28
11921,38
11922,84
11923,3
11942,62
11943,2
11949,50
11950,10
11951,62
11952,31
11953,2
11954,84
11955,50
11972,12
11973,31
11974,2
11975,65
11976,2
11977,36
11978,62
11979,15
11980,62
11981,54
11984,36
11985,13
11986,50
11987,27
11988,81
11989,13
11990,4
11991,70
11992,13
11993,13
11994,71
11995,86
11996,86
11998,50
11999,48
12000,54
12001,64
12002,2
12006,14
12007,6
12008,69
12013,30
12014,84
12015,17
12017,49
12019,2
12020,27
12022,93
12023,52
12028,95
12029,40
12047,14
12048,98
12053,61
12054,98
12055,70
12056,2
12057,58
12058,69
12073,39
12074,8
12075,87
12076,39
12077,82
12078,63
12079,38
12080,58
12081,13
12082,47
12083,97
12084,85
12085,5
12086,5
12087,22
12088,97
12089,70
12090,63
12091,81
12094,39
12095,72
12096,38
12097,28
12103,20
12104,86
12105,86
12106,31
12107,20
12112,41
12113,13
12114,39
12115,60
12116,94
12117,17
12119,39
12120,58
12121,79
12122,12
12128,2
12129,78
12130,2
12147,63
12151,68
12152,93
12153,64
12154,12
12156,39
12157,7
12171,94
12172,13
12173,0
12174,4
12176,45
12177,66
12178,67
12179,60
12180,38
12181,28
12182,15
12183,63
12184,27
12185,10
12186,69
12187,27
12188,26
12189,16
12190,5
12191,12
12192,19
12193,17
12194,63
12195,44
12196,54
12207,37
12208,78
12209,5
12210,85
12211,75
12215,3
12220,52
12221,75
12229,45
12230,87
12239,47
12240,56
12241,13
12242,97
12245,96
12246,16
12247,90
12248,50
12250,10
12251,63
12263,24
12264,31
12265,46
12266,50
12267,90
12268,60
12269,42
12270,86
12271,44
12272,54
12273,27
12274,70
12275,76
12276,17
12277,13
12278,32
12282,63
12283,60
12284,0
12287,66
12294,87
12295,87
12296,46
12297,56
12298,30
12300,45
12301,9
12302,14
12303,10
12304,82
12309,19
12310,10
12311,14
12320,39
12321,32
12322,42
12331,30
12332,97
12333,10
12334,50
12335,91
12336,45
12337,36
12338,92
12339,72
12340,38
12341,48
12351,61
12352,19
12353,22
12354,32
12355,0
12357,29
12358,57
12359,17
12360,60
12361,50
12362,27
12363,20
12364,7
12365,75
12367,16
12368,2
12377,26
12378,46
12379,63
12380,2
12381,54
12382,16
12383,17
12384,82
12385,11
12386,68
12387,32
12389,70
12398,94
12407,38
12408,86
12409,0
12414,24
12415,78
12416,77
12417,12
12418,14
12420,35
12422,92
12423,64
12424,8
12425,21
12426,16
12427,82
12428,17
12429,90
12430,2
12437,96
12438,14
12439,94
12440,59
12441,28
12442,3
12443,25
12444,27
12445,37
12446,82
12447,59
12448,84
12449,52
12452,79
12453,14
12462,3
12463,0
12464,87
12465,54
12466,5
12467,76
12481,96
12482,5
12483,28
12485,92
12486,58
12487,68
12488,80
12489,22
12492,88
12493,93
12494,3
12495,54
12496,14
12497,10
12498,10
12500,21
12502,16
12503,1
12504,40
12506,36
12507,59
12513,92
12514,13
12515,48
12516,10
12517,75
12518,75
12519,52
12520,76
12521,30
12522,0
12523,40
12524,83
12527,9
12528,17
12538,1
12540,86
12541,16
12542,17
12543,2
12544,47
12559,85
12560,77
12561,37
12562,97
12563,92
12564,56
12565,12
12567,64
12568,71
12569,5
12570,78
12571,78
12572,62
12573,61
12574,17
12575,32
12576,96
12577,86
12581,38
12582,50
12583,50
12584,84
12585,22
12587,70
12588,13
12589,42
12590,18
12591,52
12592,2
12593,2
12594,85
12595,12
12596,69
12597,27
12598,79
12601,59
12602,95
12610,14
12611,69
12612,27
12613,35
12614,77
12615,18
12616,17
12617,84
12629,37
12630,85
12631,25
12632,42
12633,78
12634,65
12635,1
12636,89
12637,60
12639,70
12640,51
12641,20
12643,24
12645,27
12646,5
12649,1
12650,71
12652,45
12654,20
12656,13
12657,40
12658,6
12659,33
12660,42
12661,94
12662,37
12663,34
12664,50
12665,49
12666,30
12669,38
12670,33
12679,10
12680,54
12683,39
12684,5
12685,87
12686,16
12687,96
12688,38
12689,44
12697,22
12698,69
12699,31
12700,5
12701,32
12702,59
12703,66
12704,58
12705,70
12706,41
12707,11
12708,42
12709,18
12710,72
12711,45
12712,56
12713,91
12714,66
12715,65
12716,76
12717,82
12718,97
12719,97
12720,86
12721,59
12722,57
12723,10
12724,38
12725,32
12726,79
12727,31
12728,61
12731,54
12732,1
12733,11
12734,47
12735,8
12736,97
12737,38
12738,11
12739,66
12740,82
12741,60
12743,9
12744,54
12745,33
12746,48
12747,50
12748,70
12749,65
12752,4
12753,32
12754,92
12755,11
12756,94
12757,10
12763,17
12764,46
12765,86
12766,26
12767,11
12768,50
12775,50
12776,68
12777,27
12778,68
12779,82
12780,7
12781,61
12782,61
12783,39
12784,83
12785,39
12786,91
12787,24
12788,97
12789,13
12790,27
12791,31
12792,66
12793,46
12794,83
12795,90
12796,96
12797,5
12798,8
12799,8
12800,0
12801,1
12802,68
12803,22
12804,62
12805,96
12806,95
12807,39
12808,64
12809,39
12810,32
12811,53
12812,60
12813,33
12815,5
12817,34
12818,11
12819,4
12820,30
12822,16
12824,94
12825,17
12826,39
12827,51
12829,7
12830,14
12831,89
12832,8
12835,97
12836,53
12837,30
12838,46
12839,84
12840,61
12841,7
12842,30
12843,86
12844,23
12845,18
12846,61
12847,27
12848,44
12849,13
12850,4
12851,16
12852,13
12853,11
12854,14
12855,63
12856,27
12858,43
12859,24
12862,73
12863,77
12873,78
12874,63
12875,14
12876,78
12879,77
12883,10
12890,66
12891,10
12892,89
12893,43
12894,11
12895,97
12896,87
12897,22
12898,33
12899,87
12900,61
12901,7
12902,3
12904,4
12905,97
12906,53
12907,8
12908,84
12909,77
12910,10
12911,58
12912,12
12913,8
12914,51
12915,6
12916,44
12917,2
12918,60
12919,88
12920,13
12921,10
12922,96
12923,10
12924,11
12925,20
12926,40
12927,38
12928,55
12929,40
12930,12
12931,85
12932,78
12933,84
12935,14
12936,78
12937,54
12938,62
12939,14
12940,72
12941,60
12942,97
12943,67
12944,88
12945,3
12948,5
12949,98
12950,86
12952,68
12953,72
12955,24
12956,44
12958,20
12959,29
12960,84
12961,73
12962,40
12963,39
12964,7
12965,14
12966,70
12967,48
12968,50
12969,77
12970,93
12971,93
12972,93
12973,86
12974,86
12975,42
12976,17
12977,84
12978,69
12981,21
12982,27
12983,61
12992,28
12993,13
12994,92
12995,28
12996,84
12997,60
13013,78
13014,86
13015,36
13016,15
13018,64
13019,7
13020,99
13021,17
13022,15
13023,82
13024,90
13025,40
13026,20
13027,33
13028,22
13029,78
13032,57
13033,38
13034,11
13035,63
13036,5
13037,56
13038,40
13039,30
13040,95
13041,19
13042,81
13043,60
13044,87
13045,35
13046,30
13048,73
13049,53
13050,10
13051,42
13052,74
13053,41
13054,38
13055,2
13056,54
13057,4
13058,12
13059,84
13060,52
13061,13
13062,86
13065,24
13067,44
13068,10
13069,58
13070,39
13071,69
13072,23
13073,80
13074,55
13075,24
13076,5
13077,60
13080,50
13081,25
13082,4
13084,14
13085,32
13086,28
13087,21
13088,16
13089,61
13090,22
13091,13
13092,12
13093,2
13094,3
13095,59
13096,17
13097,61
13098,6
13099,69
13100,40
13104,3
13105,20
13106,49
13107,78
13108,2
13122,20
13123,28
13124,60
13137,57
13138,28
13139,59
13140,12
13141,71
13142,5
13143,29
13144,70
13145,96
13146,82
13147,37
13148,20
13149,7
13150,20
13151,59
13153,86
13154,69
13155,35
13156,1
13157,87
13158,86
13159,44
13160,13
13161,86
13162,13
13163,97
13164,4
13165,46
13167,86
13169,68
13170,12
13171,16
13172,61
13173,24
13174,14
13175,21
13176,7
13177,5
13178,63
13179,73
13180,73
13181,70
13182,59
13183,44
13185,14
13186,57
13187,38
13188,60
13189,20
13195,77
13196,22
13201,84
13202,17
13203,32
13204,60
13205,12
13206,94
13207,46
13208,84
13210,3
13211,12
13212,13
13213,72
13217,6
13218,2
13219,46
13220,69
13221,60
13222,13
13239,2
13240,40
13251,59
13252,3
13253,47
13254,2
13255,95
13256,68
13257,16
13258,89
13259,47
13260,94
13261,17
13262,14
13263,63
13265,85
13266,11
13267,55
13268,10
13269,57
13270,44
13271,27
13272,46
13273,31
13274,20
13275,31
13276,87
13277,5
13278,82
13281,4
13283,0
13284,46
13286,63
13287,20
13288,84
13289,60
13290,5
13291,10
13292,46
13293,83
13294,53
13295,8
13296,13
13297,23
13298,47
13299,40
13300,27
13301,78
13302,50
13303,71
13304,50
13305,27
13310,33
13311,52
13313,84
13314,12
13315,50
13316,12
13317,60
13319,66
13321,37
13322,41
13323,7
13324,6
13327,19
13329,78
13330,95
13331,56
13332,9
13333,45
13352,91
13353,28
13354,13
13355,47
13357,98
13367,56
13368,7
13369,78
13370,7
13371,4
13372,89
13373,9
13374,20
13375,97
13376,5
13377,58
13378,2
13379,93
13380,63
13381,73
13382,44
13383,54
13384,8
13385,4
13386,15
13387,95
13388,28
13389,67
13390,15
13391,63
13392,14
13393,27
13395,45
13396,36
13398,96
13399,27
13400,24
13401,7
13402,54
13403,87
13405,44
13406,39
13407,76
13408,38
13409,14
13410,60
13412,58
13413,20
13414,97
13415,69
13416,78
13417,97
13418,6
13422,7
13423,10
13424,37
13425,11
13426,10
13427,58
13428,10
13429,54
13430,5
13431,12
13432,16
13433,43
13434,73
13438,85
13439,82
13440,24
13441,97
13442,34
13443,86
13444,27
13458,59
13459,86
13460,13
13461,67
13466,24
13467,15
13468,54
13469,11
13470,27
13471,56
13472,6
13473,97
13474,56
13475,50
13476,98
13477,4
13478,40
13479,67
13480,45
13481,57
13482,97
13483,52
13484,76
13485,2
13486,66
13487,44
13488,34
13489,81
13490,19
13491,4
13492,17
13493,14
13494,82
13495,2
13496,85
13497,36
13498,97
13499,94
13500,57
13501,99
13502,4
13503,5
13504,22
13505,37
13506,56
13507,27
13508,38
13509,92
13510,49
13511,1
13512,87
13513,64
13516,13
13517,65
13518,78
13519,13
13520,2
13523,25
13524,13
13528,17
13529,64
13530,77
13532,25
13533,13
13537,36
13538,22
13539,17
13540,26
13541,4
13544,49
13545,26
13546,42
13547,31
13548,56
13549,20
13550,36
13551,52
13552,7
13553,5
13556,69
13557,72
13558,44
13574,95
13575,83
13581,86
13582,54
13583,63
13584,99
13585,89
13586,20
13587,13
13588,30
13589,63
13590,74
13591,24
13592,64
13593,47
13594,46
13595,75
13596,27
13597,5
13598,37
13599,32
13600,13
13601,13
13602,30
13604,88
13605,4
13606,86
13607,2
13609,47
13610,32
13611,52
13612,21
13613,17
13614,64
13616,63
13617,14
13618,3
13619,63
13620,59
13621,82
13622,28
13623,1
13628,25
13629,10
13630,92
13632,40
13633,50
13636,52
13637,17
13638,41
13639,13
13641,0
13642,10
13643,39
13644,14
13645,73
13646,37
13647,77
13648,52
13649,25
13650,4
13651,11
13658,62
13659,34
13660,75
13661,2
13680,57
13681,42
13682,39
13683,21
13687,94
13688,85
13689,79
13690,21
13691,28
13692,62
13693,73
13694,49
13695,94
13696,53
13697,0
13698,87
13699,87
13700,15
13701,42
13702,2
13705,85
13706,2
13707,25
13708,33
13709,16
13710,69
13711,70
13712,27
13713,20
13714,63
13716,92
13719,26
13720,10
13721,35
13723,7
13724,13
13725,86
13726,45
13727,93
13728,24
13729,21
13730,24
13731,86
13736,6
13737,84
13745,57
13746,82
13747,14
13748,12
13749,42
13750,12
13751,44
13753,13
13754,50
13755,44
13756,54
13757,32
13758,72
13759,47
13760,54
13761,46
13762,51
13763,23
13764,25
13765,14
13766,96
13767,32
13768,24
13769,19
13770,4
13784,14
13785,82
13801,92
13802,42
13803,5
13804,1
13805,88
13806,36
13807,21
13808,30
13809,86
13810,44
13811,17
13812,16
13813,14
13814,2
13815,27
13816,70
13817,71
13818,45
13819,21
13820,10
13821,73
13822,50
13823,95
13824,84
13825,5
13826,3
13827,25
13828,42
13829,10
13830,89
13831,72
13832,85
13833,72
13835,8
13836,62
13837,16
13838,76
13839,77
13840,63
13841,16
13844,21
13845,37
13846,4
13847,46
13848,61
13849,16
13850,89
13851,4
13852,82
13854,97
13855,34
13856,52
13857,95
13858,92
13859,78
13861,62
13862,62
13864,97
13867,12
13868,63
13871,3
13876,13
13880,16
13881,95
13882,50
13883,91
13884,76
13885,75
13886,68
13887,16
13888,83
13889,36
13890,3
13891,16
13892,22
13893,30
13918,97
13921,5
13934,95
13935,3
13936,19
13937,88
13938,65
13939,13
13940,37
13943,5
13944,20
13945,10
13946,59
13947,86
13948,0
13949,70
13950,86
13951,92
13952,11
13953,14
13954,20
13955,91
13957,61
13958,90
13959,12
13960,86
13961,22
13962,60
13963,37
13964,50
13965,85
13966,2
13968,46
13969,67
13970,63
13971,63
13972,78
13973,34
13975,56
13976,10
13977,71
13978,59
13979,5
13980,94
13981,54
13982,38
13983,86
13985,12
13986,5
13988,34
13989,2
13990,45
13991,13
13992,79
13993,21
13995,16
13996,52
14000,69
14004,46
14006,24
14007,87
14008,35
14009,91
14010,24
14011,52
14012,11
14013,14
14014,10
14015,73
14022,35
14025,54
14026,20
14040,79
14048,89
14049,92
14050,16
14051,39
14052,4
14053,77
14054,14
14055,20
14063,50
14065,13
14066,14
14067,66
14068,13
14069,37
14070,8
14071,97
14072,82
14073,63
14074,52
14075,69
14076,52
14077,2
14078,90
14079,23
14080,86
14081,69
14082,25
14084,16
14085,44
14086,2
14087,63
14088,61
14089,86
14090,11
14091,86
14093,28
14094,2
14095,27
14096,95
14097,2
14098,10
14099,82
14102,65
14103,69
14104,13
14107,97
14108,29
14109,38
14110,96
14111,73
14112,44
14113,59
14114,40
14115,5
14116,6
14118,5
14119,44
14120,16
14122,14
14123,89
14125,50
14126,94
14129,92
14130,64
14131,46
14132,24
14133,7
14134,2
14139,66
14140,53
14141,1
14143,39
14144,50
14145,33
14146,6
14147,77
14149,78
14150,84
14151,14
14152,19
14156,89
14157,77
14159,60
14165,16
14166,36
14169,38
14170,14
14171,66
14178,12
14179,94
14180,20
14181,10
14182,89
14183,66
14184,75
14185,16
14186,35
14194,4
14196,60
14197,11
14198,72
14199,37
14200,70
14201,63
14202,14
14203,39
14204,2
14205,97
14206,14
14207,20
14208,37
14209,77
14210,89
14211,24
14212,17
14213,48
14214,59
14215,49
14216,14
14217,2
14219,99
14220,17
14221,4
14224,16
14225,57
14226,27
14227,37
14228,34
14229,24
14230,3
14231,72
14232,35
14233,73
14235,77
14236,59
14237,99
14238,69
14239,50
14240,91
14241,6
14242,64
14243,9
14244,5
14245,78
14246,25
14247,45
14248,32
14249,27
14250,39
14251,97
14253,76
14254,4
14255,22
14256,37
14258,66
14259,10
14262,52
14264,9
14265,69
14267,14
14271,94
14272,68
14273,51
14274,64
14275,95
14276,76
14277,59
14278,50
14279,96
14285,42
14286,37
14287,0
14293,79
14294,13
14295,20
14296,97
14297,36
14298,20
14310,15
14311,5
14312,72
14313,84
14314,65
14315,79
14316,20
14317,39
14318,16
14319,34
14320,77
14321,14
14322,14
14323,10
14324,76
14325,7
14326,14
14327,2
14329,97
14330,3
14331,62
14334,82
14335,97
14336,11
14337,33
14339,60
14340,38
14341,14
14342,66
14343,44
14344,36
14345,98
14346,63
14348,89
14349,23
14350,9
14351,30
14353,77
14354,16
14355,76
14356,87
14357,32
14358,81
14359,5
14361,17
14362,19
14363,78
14364,48
14365,40
14367,42
14368,6
14369,47
14370,14
14371,11
14372,34
14373,43
14374,4
14375,3
14378,5
14379,36
14384,7
14385,26
14388,69
14389,27
14390,42
14391,13
14392,11
14393,91
14394,84
14395,30
14396,6
14397,10
14399,49
14400,42
14404,35
14405,95
14406,20
14407,39
14411,3
14412,11
14413,69
14414,54
14415,26
14416,11
14417,1
14430,95
14431,44
14432,78
14433,91
14434,73
14435,57
14436,20
14437,14
14438,60
14439,5
14440,52
14441,68
14442,70
14443,44
14444,17
14445,52
14446,89
14447,23
14448,27
14449,67
14450,0
14451,50
14452,39
14453,63
14454,11
14455,39
14456,6
14458,28
14459,73
14460,1
14462,16
14463,39
14464,63
14465,10
14466,83
14467,80
14468,95
14469,11
14470,14
14471,78
14472,11
14474,14
14475,80
14476,32
14477,45
14478,16
14479,10
14480,50
14481,40
14484,85
14485,78
14486,17
14487,61
14488,66
14489,10
14490,10
14491,27
14492,13
14493,50
14494,14
14495,31
14496,30
14499,35
14500,5
14501,63
14503,37
14504,32
14507,60
14508,96
14509,60
14510,10
14511,80
14512,24
14513,85
14514,24
14515,17
14516,21
14517,52
14518,75
14519,17
14520,48
14521,82
14522,52
14525,87
14529,90
14530,37
14532,60
14533,49
14534,37
14535,10
14551,46
14552,41
14553,27
14556,24
14557,94
14558,32
14559,24
14560,4
14561,66
14562,76
14563,14
14564,33
14565,5
14566,86
14567,66
14568,24
14569,82
14571,65
14572,87
14574,16
14575,96
14576,53
14577,63
14578,77
14579,58
14580,87
14581,71
14582,76
14583,2
14584,39
14585,32
14586,87
14587,63
14588,95
14589,38
14592,92
14593,38
14594,63
14596,14
14597,12
14600,24
14601,70
14602,72
14603,16
14604,96
14605,45
14606,64
14607,97
14609,38
14610,86
14611,56
14612,60
14613,13
14614,30
14615,32
14616,66
14617,31
14618,14
14619,58
14620,20
14621,93
14625,44
14626,44
14632,24
14634,19
14635,11
14636,62
14637,86
14638,96
14639,45
14640,7
14641,8
14642,32
14643,64
14644,49
14645,34
14646,6
14647,3
14649,63
14650,41
14652,12
14653,66
14656,77
14657,38
14658,42
14665,78
14666,20
14667,27
14668,40
14669,38
14670,3
14671,11
14688,24
14691,54
14692,61
14693,24
14694,64
14695,68
14696,50
14697,88
14698,33
14699,14
14700,10
14701,37
14702,95
14704,56
14705,51
14706,83
14707,86
14708,69
14709,25
14710,17
14711,47
14712,61
14713,46
14714,62
14715,11
14716,64
14717,97
14718,84
14719,38
14720,71
14721,20
14722,96
14723,1
14724,77
14725,51
14726,12
14727,38
14728,19
14729,60
14730,37
14731,4
14732,41
14733,66
14734,35
14735,29
14737,2
14739,60
14740,84
14741,20
14743,24
14744,24
14745,5
14746,68
14747,43
14748,1
14749,50
14750,6
14751,38
14752,6
14753,65
14754,39
14755,54
14756,12
14758,77
14760,57
14761,76
14762,60
14768,88
14769,69
14770,68
14771,97
14772,21
14773,4
14774,3
14775,60
14776,14
14777,52
14778,3
14779,3
14780,22
14781,10
14782,96
14783,85
14785,63
14793,69
